,Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,FOR 1,FOR 2,FOR 3,FOR 4,FOR 5,filename
2665,100,pub.1032701456,10.1093/gji/ggs021,,,A kinematic rupture model generator incorporating spatial interdependency of earthquake source parameters,Geophysical Journal International,,,3/1/13,2013,192,3,1116-1131,All OA; Gold,Article,"Schmedes, J.; Archuleta, Ralph J.; Lavallée, Daniel",,"Schmedes, J. (ExxonMobil (United States)); Archuleta, Ralph J. (University of California, Santa Barbara); Lavallée, Daniel (University of California, Santa Barbara)",21,10,,3.95,https://academic.oup.com/gji/article-pdf/192/3/1116/17051831/ggs021.pdf,https://app.dimensions.ai/details/publication/pub.1032701456,0909 Geomatic Engineering; 0403 Geology; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0403 Geology,04 Earth Sciences,0404 Geophysics,Ralph-J-Archuleta.csv
2666,200,pub.1006741381,10.1785/0220120087,,,What is Sigma of the Stress Drop?,Seismological Research Letters,,,1/1/13,2013,84,1,42-48,Closed,Article,"Cotton, Fabrice; Archuleta, Ralph; Causse, Mathieu",,"Cotton, Fabrice (); Archuleta, Ralph (University of California, Santa Barbara); Causse, Mathieu ()",76,25,,14.06,,https://app.dimensions.ai/details/publication/pub.1006741381,0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,,Ralph-J-Archuleta.csv
2667,100,pub.1002211349,10.1016/j.tecto.2010.05.013,,,Dependency of supershear transition and ground motion on the autocorrelation of initial stress,Tectonophysics,,,2010-10,2010,493,4-Mar,222-235,Closed,Article,"Schmedes, Jan; Archuleta, Ralph J.; Lavallée, Daniel","Schmedes, Jan","Schmedes, Jan (University of California, Santa Barbara); Archuleta, Ralph J. (University of California, Santa Barbara); Lavallée, Daniel (University of California, Santa Barbara)",12,2,,1.77,,https://app.dimensions.ai/details/publication/pub.1002211349,0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,,Ralph-J-Archuleta.csv
2668,100,pub.1000385305,10.1016/j.tecto.2010.06.011,,,Faulting characteristics of supershear earthquakes,Tectonophysics,,,2010-10,2010,493,4-Mar,244-253,Closed,Article,"Bouchon, Michel; Karabulut, Hayrullah; Bouin, Marie-Paule; Schmittbuhl, Jean; Vallée, Martin; Archuleta, Ralph; Das, Shamita; Renard, François; Marsan, David","Bouchon, Michel","Bouchon, Michel (Délégation Alpes); Karabulut, Hayrullah (Kandilli Observatory and Earthquake Research Institute); Bouin, Marie-Paule (); Schmittbuhl, Jean (); Vallée, Martin (Nice Sophia Antipolis University); Archuleta, Ralph (University of California, Santa Barbara); Das, Shamita (University of Oxford); Renard, François (Délégation Alpes); Marsan, David (University of Savoy)",40,9,,4.17,,https://app.dimensions.ai/details/publication/pub.1000385305,0403 Geology,04 Earth Sciences,0403 Geology,,,,Ralph-J-Archuleta.csv
2669,100,pub.1006753793,10.1029/2009jb006689,,,Correlation of earthquake source parameters inferred from dynamic rupture simulations,Journal of Geophysical Research,,,2010,2010,115,B3,,All OA; Gold,Article,"Schmedes, Jan; Archuleta, Ralph J.; Lavallée, Daniel",,"Schmedes, Jan (University of California, Santa Barbara); Archuleta, Ralph J. (University of California, Santa Barbara); Lavallée, Daniel (University of California, Santa Barbara)",79,21,,8.23,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2009JB006689,https://app.dimensions.ai/details/publication/pub.1006753793,0403 Geology,04 Earth Sciences,0403 Geology,,,,Ralph-J-Archuleta.csv
2670,100,pub.1024880398,10.1111/j.1365-246x.2009.04217.x,,,Seismicity in a model governed by competing frictional weakening and healing mechanisms,Geophysical Journal International,,,2009-09,2009,178,3,1363-1383,All OA; Gold,Article,"Hillers, G.; Carlson, J. M.; Archuleta, R. J.",,"Hillers, G. (University of California, Santa Barbara); Carlson, J. M. (University of California, Santa Barbara); Archuleta, R. J. (University of California, Santa Barbara)",5,0,,0.92,https://academic.oup.com/gji/article-pdf/178/3/1363/5872620/178-3-1363.pdf,https://app.dimensions.ai/details/publication/pub.1024880398,0403 Geology,04 Earth Sciences,0403 Geology,,,,Ralph-J-Archuleta.csv
2671,200,pub.1032838119,10.1785/gssrl.80.1.119,,,The SCEC/USGS Dynamic Earthquake Rupture Code Verification Exercise,Seismological Research Letters,,,1/1/09,2009,80,1,119-126,"All OA; Green, Accepted & Submitted",Article,"Harris, R. A.; Barall, M.; Archuleta, R.; Dunham, E.; Aagaard, B.; Ampuero, J. P.; Bhat, H.; Cruz-Atienza, V.; Dalguer, L.; Dawson, P.; Day, S.; Duan, B.; Ely, G.; Kaneko, Y.; Kase, Y.; Lapusta, N.; Liu, Y.; Ma, S.; Oglesby, D.; Olsen, K.; Pitarka, A.; Song, S.; Templeton, E.",,"Harris, R. A. (); Barall, M. (); Archuleta, R. (); Dunham, E. (); Aagaard, B. (); Ampuero, J. P. (); Bhat, H. (); Cruz-Atienza, V. (); Dalguer, L. (); Dawson, P. (); Day, S. (); Duan, B. (); Ely, G. (); Kaneko, Y. (); Kase, Y. (); Lapusta, N. (); Liu, Y. (); Ma, S. (); Oglesby, D. (); Olsen, K. (); Pitarka, A. (); Song, S. (); Templeton, E. ()",139,31,,19.05,https://authors.library.caltech.edu/13563/1/HARsrl09.pdf,https://app.dimensions.ai/details/publication/pub.1032838119,0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,,Ralph-J-Archuleta.csv
2672,100,pub.1023190588,10.1029/2007jb005449,,,Constraining earthquake source inversions with GPS data: 1. Resolution‐based removal of artifacts,Journal of Geophysical Research,,,2009-01,2009,114,B1,,All OA; Gold,Article,"Page, Morgan T.; Custódio, Susana; Archuleta, Ralph J.; Carlson, J. M.",,"Page, Morgan T. (University of California System; United States Geological Survey); Custódio, Susana (University of California, Santa Barbara; University of Coimbra); Archuleta, Ralph J. (University of California, Santa Barbara); Carlson, J. M. (University of California System)",58,7,,10.51,https://agupubs.pericles-prod.literatumonline.com/doi/pdf/10.1029/2007JB005449,https://app.dimensions.ai/details/publication/pub.1023190588,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Ralph-J-Archuleta.csv
2673,100,pub.1022025991,10.1029/2008jb005746,,,Constraining earthquake source inversions with GPS data: 2. A two‐step approach to combine seismic and geodetic data sets,Journal of Geophysical Research,,,2009-01,2009,114,B1,,All OA; Gold,Article,"Custódio, Susana; Page, Morgan T.; Archuleta, Ralph J.",,"Custódio, Susana (University of California, Santa Barbara; University of Coimbra); Page, Morgan T. (United States Geological Survey; University of California System); Archuleta, Ralph J. (University of California, Santa Barbara)",30,5,,4.11,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008JB005746,https://app.dimensions.ai/details/publication/pub.1022025991,0404 Geophysics,04 Earth Sciences,0404 Geophysics,,,,Ralph-J-Archuleta.csv
2872,100,pub.1043896951,10.3390/atmos5040870,,,Mapping Global Atmospheric CO2 Concentration at High Spatiotemporal Resolution,Atmosphere,,,11/26/14,2014,5,4,870-888,All OA; Gold,Article,"Jing, Yingying; Shi, Jiancheng; Wang, Tianxing; Sussmann, Ralf",,"Jing, Yingying (University of Chinese Academy of Sciences); Shi, Jiancheng (); Wang, Tianxing (); Sussmann, Ralf ()",8,6,,1.93,https://www.mdpi.com/2073-4433/5/4/870/pdf,https://app.dimensions.ai/details/publication/pub.1043896951,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Jian-Cheng-Shi.csv
2873,100,pub.1002601813,10.5194/acpd-14-28019-2014,,,Uplifting of carbon monoxide from biomass burning and anthropogenic sources to the free troposphere in East Asia,Atmospheric Chemistry and Physics Discussions,,,11/12/14,2014,14,20,28019-28077,All OA; Gold,Article,"Ding, K.; Liu, J.; Ding, A.; Liu, Q.; Zhao, T. L.; Shi, J.; Han, Y.; Wang, H.; Jiang, F.",,"Ding, K. (Nanjing University); Liu, J. (Nanjing University; University of Toronto); Ding, A. (Nanjing University); Liu, Q. (Nanjing University); Zhao, T. L. (Nanjing University of Information Science and Technology); Shi, J. (Institute of Remote Sensing and Digital Earth); Han, Y. (Nanjing University); Wang, H. (Nanjing University); Jiang, F. (Nanjing University)",0,0,,0,https://doi.org/10.5194/acpd-14-28019-2014,https://app.dimensions.ai/details/publication/pub.1002601813,0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,,Jian-Cheng-Shi.csv
2874,200,pub.1050414678,10.1117/12.2069608,,,Dual state-parameter estimation of land surface model through assimilating microwave brightness temperature,Proceedings of SPIE,Land Surface Remote Sensing II,,11/8/14,2014,9260,,92600x-92600x-10,Closed,Proceeding,"Peng, Bin; Shi, Jiancheng; Lei, Yonghui; Zhao, Tianjie; Li, Dongyang",,"Peng, Bin (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Lei, Yonghui (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Li, Dongyang (Institute of Remote Sensing and Digital Earth)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1050414678,,,,,,,Jian-Cheng-Shi.csv
2875,200,pub.1007517593,10.1117/12.2069594,,,Rough surface effects on active and passive microwave remote sensing of soil moisture at L-band using 3D fast solution of Maxwell's equations,Proceedings of SPIE,Land Surface Remote Sensing II,,11/8/14,2014,9260,,92600t-92600t-13,Closed,Proceeding,"Wang, Haogang; Liao, Tien-Hao; Shi, Jiancheng; Yu, Zherui",,"Wang, Haogang (Zhejiang University); Liao, Tien-Hao (University of Washington); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Yu, Zherui (Zhejiang University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1007517593,,,,,,,Jian-Cheng-Shi.csv
2876,200,pub.1020534057,10.1117/2.1201411.005659,,,Observing Earth's water cycle from space,SPIE Newsroom,,,11/7/14,2014,,,,Closed,Article,"Shi, Jiancheng; Zhao, Tianjie; Du, Jinyang; Ji, Dabin; Xiong, Chuan; Dong, Xiaolong; Liu, Hao; Wang, Zhenzhan; Jiang, Lingmei; Du, Yang",,"Shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Zhao, Tianjie (State Key Laboratory of Remote Sensing Science); Du, Jinyang (State Key Laboratory of Remote Sensing Science); Ji, Dabin (State Key Laboratory of Remote Sensing Science); Xiong, Chuan (State Key Laboratory of Remote Sensing Science); Dong, Xiaolong (National Space Science Center); Liu, Hao (National Space Science Center); Wang, Zhenzhan (National Space Science Center); Jiang, Lingmei (Beijing Normal University); Du, Yang (Zhejiang University)",7,1,,,,https://app.dimensions.ai/details/publication/pub.1020534057,,,,,,,Jian-Cheng-Shi.csv
2877,100,pub.1038937640,10.1080/01431161.2014.960622,,,Global surface soil moisture from the Microwave Radiation Imager onboard the Fengyun-3B satellite,International Journal of Remote Sensing,,,10/2/14,2014,35,19,7007-7029,Closed,Article,"Parinussa, R.M.; Wang, G.; Holmes, T.R.H.; Liu, Y.Y.; Dolman, A.J.; de Jeu, R.A.M.; Jiang, T.; Zhang, P.; Shi, J.",,"Parinussa, R.M. (VU University Amsterdam); Wang, G. (Nanjing University of Information Science and Technology); Holmes, T.R.H. (Agricultural Research Service); Liu, Y.Y. (UNSW Sydney); Dolman, A.J. (VU University Amsterdam); de Jeu, R.A.M. (VU University Amsterdam); Jiang, T. (); Zhang, P. (); Shi, J. (Institute of Remote Sensing and Digital Earth)",31,16,,5.97,,https://app.dimensions.ai/details/publication/pub.1038937640,0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,Jian-Cheng-Shi.csv
2878,200,pub.1029401369,10.1007/s11430-014-4931-3,,,Enhancing remote sensing research on global change to improve our understanding on Earth system processes,Science China Earth Sciences,,,2014-10,2014,57,10,2281-2282,All OA; Gold,Article,"Shi, JianCheng","Shi, JianCheng","Shi, JianCheng (Institute of Remote Sensing and Digital Earth)",3,0,,,https://link.springer.com/content/pdf/10.1007%2Fs11430-014-4931-3.pdf,https://app.dimensions.ai/details/publication/pub.1029401369,04 Earth Sciences,04 Earth Sciences,,,,,Jian-Cheng-Shi.csv
2879,100,pub.1061333298,10.1109/jstars.2014.2320756,,,Evaluation of TRMM Multisatellite Precipitation Analysis (TMPA) Products and Their Potential Hydrological Application at an Arid and Semiarid Basin in China,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2014-09,2014,7,9,3915-3930,Closed,Article,"Peng, Bin; Shi, Jiancheng; Ni-Meister, Wenge; Zhao, Tianjie; Ji, Dabin",,"Peng, Bin (Institute of Remote Sensing and Digital Earth; University of Chinese Academy of Sciences; Nanjing University); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Ni-Meister, Wenge (Hunter College; Chinese Academy of Sciences); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Ji, Dabin (Institute of Remote Sensing and Digital Earth)",23,8,,3.56,,https://app.dimensions.ai/details/publication/pub.1061333298,0406 Physical Geography and Environmental Geoscience,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,,Jian-Cheng-Shi.csv
2880,100,pub.1009371088,10.1117/1.jrs.8.083560,,,Potential soil moisture product from the Chinese HY-2 scanning microwave radiometer and its initial assessment,Journal of Applied Remote Sensing,,,8/27/14,2014,8,1,083560-083560,All OA; Gold,Article,"Zhao, Tianjie; Shi, Jiancheng; Lin, Mingsen; Yin, Xiaojun; Liu, Yong; Lan, Huimin; Xiong, Chuan",,"Zhao, Tianjie (Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Lin, Mingsen (Ministry of Natural Resources); Yin, Xiaojun (China Academy of Space Technology); Liu, Yong (Chinese Academy of Sciences); Lan, Huimin (Chinese Academy of Sciences); Xiong, Chuan (Chinese Academy of Sciences)",3,1,,0.57,https://www.spiedigitallibrary.org/journals/Journal-of-Applied-Remote-Sensing/volume-8/issue-1/083560/Potential-soil-moisture-product-from-the-Chinese-HY-2-scanning/10.1117/1.JRS.8.083560.pdf,https://app.dimensions.ai/details/publication/pub.1009371088,0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,,Jian-Cheng-Shi.csv
2881,400,pub.1050996844,10.1371/journal.pone.0105050,25119468,PMC4132063,Combining XCO2 Measurements Derived from SCIAMACHY and GOSAT for Potentially Generating Global CO2 Maps with High Spatiotemporal Resolution,PLoS ONE,,Atmosphere; Carbon Dioxide; Carbon Footprint; Environmental Monitoring; Global Warming; Greenhouse Effect,8/13/14,2014,9,8,e105050,All OA; Gold,Article,"Wang, Tianxing; Shi, Jiancheng; Jing, Yingying; Zhao, Tianjie; Ji, Dabin; Xiong, Chuan",,"Wang, Tianxing (Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Jing, Yingying (Institute of Remote Sensing and Digital Earth); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Ji, Dabin (Institute of Remote Sensing and Digital Earth); Xiong, Chuan (Institute of Remote Sensing and Digital Earth)",5,2,0.11,1.21,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0105050&type=printable,https://app.dimensions.ai/details/publication/pub.1050996844,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Jian-Cheng-Shi.csv
2882,100,pub.1095430671,10.1109/ursigass.2014.6929590,,,Remote sensing of snow in China,,2014 XXXIth URSI General Assembly and Scientific Symposium (URSI GASS),,2014-08,2014,,,2-Jan,Closed,Proceeding,"Shi, Jiancheng; Jiang, Lingmei; Zhao, Tianjie; Xiong, Chuan",,"Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Jiang, Lingmei (Beijing Normal University); Zhao, Tianjie (Institute of Remote Sensing and Digital Earth); Xiong, Chuan (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1095430671,0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,,Jian-Cheng-Shi.csv
2883,100,pub.1095120872,10.1109/ursigass.2014.6929107,,,Reduced Absorpton and Beam Broadening of Transmission from LHM Surfaces with Exponential Correlation Functions,,2014 XXXIth URSI General Assembly and Scientific Symposium (URSI GASS),,2014-08,2014,,,4-Jan,Closed,Proceeding,"Xu, Peng; Shi, Jian-Cheng",,"Xu, Peng (Wuhan University); Shi, Jian-Cheng (Institute of Remote Sensing and Digital Earth)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1095120872,0912 Materials Engineering,0912 Materials Engineering,09 Engineering,,,,Jian-Cheng-Shi.csv
