,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Benjamin S Halpern. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
72,100,pub.1010239900,10.1890/es14-00429.1,,,Fisheries and biodiversity benefits of using static versus dynamic models for designing marine reserve networks,Ecosphere,,,2015-10,2015,6,10,1-14,All OA; Gold,Article,"Brown, Christopher J.; White, Crow; Beger, Maria; Grantham, Hedley S.; Halpern, Benjamin S.; Klein, Carissa J.; Mumby, Peter J.; Tulloch, Vivitskaia J. D.; Ruckelshaus, Mary; Possingham, Hugh P.",,"Brown, Christopher J. (); White, Crow (University of California, Santa Barbara; California Polytechnic State University); Beger, Maria (); Grantham, Hedley S. (Conservation International); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Klein, Carissa J. (); Mumby, Peter J. (); Tulloch, Vivitskaia J. D. (); Ruckelshaus, Mary (); Possingham, Hugh P. (Imperial College London)",19,10,,4.16,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/ES14-00429.1,https://app.dimensions.ai/details/publication/pub.1010239900,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
73,200,pub.1111240341,10.1890/14-2200.1,,,Characterizing driver-response relationships in marine pelagic ecosystems for improved ocean management,Ecological Applications,,,2015-08-20,2015,,,150820223553008,"All OA; Green, Accepted & Submitted",Article,"Hunsicker, Mary E.; Kappel, Carrie V.; Selkoe, Kimberly A.; Halpern, Benjamin S.; Scarborough, Courtney; Mease, Lindley; Amrhein, Alisan",,"Hunsicker, Mary E. (); Kappel, Carrie V. (); Selkoe, Kimberly A. (); Halpern, Benjamin S. (); Scarborough, Courtney (); Mease, Lindley (); Amrhein, Alisan ()",0,0,,,http://spiral.imperial.ac.uk/bitstream/10044/1/33775/2/Hunsicker_etal_EcoApps_2016_preprint.pdf,https://app.dimensions.ai/details/publication/pub.1111240341,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
74,400,pub.1030115135,10.1111/cobi.12468,25704365,,Towards a framework for assessment and management of cumulative human impacts on marine food webs,Conservation Biology,,"Alismatales; Conservation of Natural Resources; Fisheries; Food Chain; Humans; Mediterranean Sea; Water Pollution, Chemical",2015-08,2015,29,4,1228-1234,"All OA; Green, Accepted & Submitted",Article,"Giakoumi, Sylvaine; Halpern, Benjamin S.; Michel, Loïc N.; Gobert, Sylvie; Sini, Maria; Boudouresque, Charles‐François; Gambi, Maria‐Cristina; Katsanevakis, Stelios; Lejeune, Pierre; Montefalcone, Monica; Pergent, Gerard; Pergent‐Martini, Christine; Sanchez‐Jerez, Pablo; Velimirov, Branko; Vizzini, Salvatrice; Abadie, Arnaud; Coll, Marta; Guidetti, Paolo; Micheli, Fiorenza; Possingham, Hugh P.",,"Giakoumi, Sylvaine (Hellenic Centre for Marine Research; University of Queensland); Halpern, Benjamin S. (University of California, Santa Barbara); Michel, Loïc N. (University of Liège); Gobert, Sylvie (University of Liège); Sini, Maria (University of the Aegean); Boudouresque, Charles‐François (); Gambi, Maria‐Cristina (); Katsanevakis, Stelios (Joint Research Centre); Lejeune, Pierre (); Montefalcone, Monica (University of Genoa); Pergent, Gerard (University of Corsica Pascal Paoli); Pergent‐Martini, Christine (University of Corsica Pascal Paoli); Sanchez‐Jerez, Pablo (University of Alicante); Velimirov, Branko (Medical University of Vienna); Vizzini, Salvatrice (University of Palermo); Abadie, Arnaud (University of Liège); Coll, Marta (); Guidetti, Paolo (Nice Sophia Antipolis University); Micheli, Fiorenza (Stanford University); Possingham, Hugh P. (University of Queensland)",34,15,1.16,7.9,http://spiral.imperial.ac.uk/bitstream/10044/1/31817/6/Giakoumi%20et%20al_submission3.pdf,https://app.dimensions.ai/details/publication/pub.1030115135,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
75,100,pub.1049708419,10.1016/j.ecss.2015.05.002,,,Baltic Sea biodiversity status vs. cumulative human pressures,Estuarine Coastal and Shelf Science,,,2015-08,2015,161,,88-92,"All OA; Green, Accepted & Submitted",Article,"Andersen, Jesper H.; Halpern, Benjamin S.; Korpinen, Samuli; Murray, Ciarán; Reker, Johnny","Andersen, Jesper H.","Andersen, Jesper H. (); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Korpinen, Samuli (); Murray, Ciarán (Aarhus University); Reker, Johnny (European Environment Agency)",39,21,,9.06,https://zenodo.org/record/27731/files/Andersen_et_al_2015.pdf,https://app.dimensions.ai/details/publication/pub.1049708419,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
76,100,pub.1046453861,10.1890/ehs14-0024.1,,,Principles for managing marine ecosystems prone to tipping points,Ecosystem Health and Sustainability,,,2015-07,2015,1,5,1-18,All OA; Gold,Article,"Selkoe, Kimberly A.; Blenckner, Thorsten; Caldwell, Margaret R.; Crowder, Larry B.; Erickson, Ashley L.; Essington, Timothy E.; Estes, James A.; Fujita, Rod M.; Halpern, Benjamin S.; Hunsicker, Mary E.; Kappel, Carrie V.; Kelly, Ryan P.; Kittinger, John N.; Levin, Phillip S.; Lynham, John M.; Mach, Megan E.; Martone, Rebecca G.; Mease, Lindley A.; Salomon, Anne K.; Samhouri, Jameal F.; Scarborough, Courtney; Stier, Adrian C.; White, Crow; Zedler, Joy",,"Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Blenckner, Thorsten (Stockholm University); Caldwell, Margaret R. (Stanford University); Crowder, Larry B. (Stanford University); Erickson, Ashley L. (Stanford University); Essington, Timothy E. (University of Washington); Estes, James A. (University of California, Santa Cruz); Fujita, Rod M. (); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Hunsicker, Mary E. (University of California, Santa Barbara); Kappel, Carrie V. (University of California, Santa Barbara); Kelly, Ryan P. (University of Washington); Kittinger, John N. (Conservation International); Levin, Phillip S. (Northwest Fisheries Science Center); Lynham, John M. (University of Hawaii at Manoa); Mach, Megan E. (Stanford University); Martone, Rebecca G. (Stanford University); Mease, Lindley A. (Stanford University); Salomon, Anne K. (Simon Fraser University); Samhouri, Jameal F. (Northwest Fisheries Science Center); Scarborough, Courtney (University of California, Santa Barbara); Stier, Adrian C. (University of California, Santa Barbara); White, Crow (California Polytechnic State University); Zedler, Joy (University of Wisconsin–Madison)",71,44,,15.56,https://doi.org/10.1890/ehs14-0024.1,https://app.dimensions.ai/details/publication/pub.1046453861,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
77,400,pub.1038684872,10.1890/14-0366.1,26214917,,Rating impacts in a multi‐stressor world: a quantitative assessment of 50 stressors affecting the Great Lakes,Ecological Applications,,"Animals; Data Collection; Ecosystem; Environment; Great Lakes Region; Human Activities; Humans; Introduced Species; Stress, Physiological; Water Pollutants",2015-04,2015,25,3,717-728,"All OA; Green, Accepted & Submitted",Article,"Smith, Sigrid D. P.; McIntyre, Peter B.; Halpern, Benjamin S.; Cooke, Roger M.; Marino, Adrienne L.; Boyer, Gregory L.; Buchsbaum, Andy; Burton, G. A.; Campbell, Linda M.; Ciborowski, Jan J. H.; Doran, Patrick J.; Infante, Dana M.; Johnson, Lucinda B.; Read, Jennifer G.; Rose, Joan B.; Rutherford, Edward S.; Steinman, Alan D.; Allan, J. David",,"Smith, Sigrid D. P. (University of Michigan); McIntyre, Peter B. (University of Wisconsin–Madison); Halpern, Benjamin S. (Imperial College London; University of California, Santa Barbara); Cooke, Roger M. (Resources For The Future); Marino, Adrienne L. (University of Michigan); Boyer, Gregory L. (); Buchsbaum, Andy (National Wildlife Federation); Burton, G. A. (University of Michigan); Campbell, Linda M. (Queen's University); Ciborowski, Jan J. H. (University of Windsor); Doran, Patrick J. (); Infante, Dana M. (Michigan State University); Johnson, Lucinda B. (University of Minnesota); Read, Jennifer G. (University of Michigan); Rose, Joan B. (Michigan State University); Rutherford, Edward S. (Great Lakes Environmental Research Laboratory); Steinman, Alan D. (Grand Valley State University); Allan, J. David (University of Michigan)",22,10,0.76,4.82,https://deepblue.lib.umich.edu/bitstream/2027.42/116318/1/eap2015253717.pdf,https://app.dimensions.ai/details/publication/pub.1038684872,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
78,100,pub.1042729648,10.1111/1365-2664.12388,,,Thresholds in Caribbean coral reefs: implications for ecosystem‐based fishery management,Journal of Applied Ecology,,,2015-04,2015,52,2,402-412,All OA; Gold,Article,"Karr, Kendra A.; Fujita, Rod; Halpern, Benjamin S.; Kappel, Carrie V.; Crowder, Larry; Selkoe, Kimberly A.; Alcolado, Pedro M.; Rader, Doug",,"Karr, Kendra A. (Environmental Defense Fund; University of California, Santa Cruz); Fujita, Rod (Environmental Defense Fund; Stanford University); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Kappel, Carrie V. (University of California, Santa Barbara); Crowder, Larry (Stanford University); Selkoe, Kimberly A. (University of California, Santa Barbara; University of Hawaii at Manoa); Alcolado, Pedro M. (); Rader, Doug (Environmental Defense Fund)",34,12,,7.9,https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/1365-2664.12388,https://app.dimensions.ai/details/publication/pub.1042729648,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
79,400,pub.1041976507,10.1371/journal.pone.0117863,25774678,PMC4361765,Patterns and Emerging Trends in Global Ocean Health,PLoS ONE,,Conservation of Natural Resources; Ecological and Environmental Phenomena; Ecosystem; Fisheries; Internationality; Oceans and Seas,2015-03-16,2015,10,3,e0117863,All OA; Gold,Article,"Halpern, Benjamin S.; Longo, Catherine; Lowndes, Julia S. Stewart; Best, Benjamin D.; Frazier, Melanie; Katona, Steven K.; Kleisner, Kristin M.; Rosenberg, Andrew A.; Scarborough, Courtney; Selig, Elizabeth R.",,"Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Longo, Catherine (University of California, Santa Barbara); Lowndes, Julia S. Stewart (University of California, Santa Barbara); Best, Benjamin D. (University of California, Santa Barbara; Duke University); Frazier, Melanie (University of California, Santa Barbara); Katona, Steven K. (Conservation International); Kleisner, Kristin M. (University of British Columbia); Rosenberg, Andrew A. (); Scarborough, Courtney (University of California, Santa Barbara); Selig, Elizabeth R. (Conservation International)",41,18,0.85,6.5,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0117863&type=printable,https://app.dimensions.ai/details/publication/pub.1041976507,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
80,100,pub.1023473649,10.1890/140022,,,Why do we map threats? Linking threat mapping with actions to make better conservation decisions,Frontiers in Ecology and the Environment,,,2015-03,2015,13,2,91-99,"All OA; Green, Accepted & Submitted",Article,"Tulloch, Vivitskaia JD; Tulloch, Ayesha IT; Visconti, Piero; Halpern, Benjamin S; Watson, James EM; Evans, Megan C; Auerbach, Nancy A; Barnes, Megan; Beger, Maria; Chadès, Iadine; Giakoumi, Sylvaine; McDonald-Madden, Eve; Murray, Nicholas J; Ringma, Jeremy; Possingham, Hugh P",,"Tulloch, Vivitskaia JD (University of Queensland); Tulloch, Ayesha IT (University of Queensland; Australian National University); Visconti, Piero (Microsoft Research (United Kingdom)); Halpern, Benjamin S (Imperial College London; University of California, Santa Barbara); Watson, James EM (University of Queensland; Wildlife Conservation Society); Evans, Megan C (Australian National University); Auerbach, Nancy A (University of Queensland); Barnes, Megan (University of Queensland); Beger, Maria (University of Queensland); Chadès, Iadine (); Giakoumi, Sylvaine (University of Queensland; Hellenic Centre for Marine Research); McDonald-Madden, Eve (University of Queensland); Murray, Nicholas J (University of Queensland; UNSW Sydney); Ringma, Jeremy (University of Queensland); Possingham, Hugh P (University of Queensland; Imperial College London)",73,37,,17.92,http://espace.library.uq.edu.au/view/UQ:354720/UQ354720_OA.pdf,https://app.dimensions.ai/details/publication/pub.1023473649,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
81,100,pub.1003245604,10.1111/geb.12218,,,Strengthening confidence in climate impact science,Global Ecology and Biogeography,,,2015-01,2015,24,1,64-76,All OA; Gold,Article,"O'Connor, Mary I.; Holding, Johnna M.; Kappel, Carrie V.; Duarte, Carlos M.; Brander, Keith; Brown, Christopher J.; Bruno, John F.; Buckley, Lauren; Burrows, Michael T.; Halpern, Benjamin S.; Kiessling, Wolfgang; Moore, Pippa; Pandolfi, John M.; Parmesan, Camille; Poloczanska, Elvira S.; Schoeman, David S.; Sydeman, William J.; Richardson, Anthony J.",,"O'Connor, Mary I. (University of British Columbia; University of California, Santa Barbara); Holding, Johnna M. (); Kappel, Carrie V. (University of California, Santa Barbara); Duarte, Carlos M. (); Brander, Keith (); Brown, Christopher J. (University of Queensland); Bruno, John F. (University of North Carolina System); Buckley, Lauren (University of North Carolina System); Burrows, Michael T. (Scottish Association For Marine Science); Halpern, Benjamin S. (University of California, Santa Barbara; Imperial College London); Kiessling, Wolfgang (); Moore, Pippa (Edith Cowan University; Institute of Biological, Environmental and Rural Sciences); Pandolfi, John M. (ARC Centre of Excellence For Coral Reef Studies); Parmesan, Camille (Plymouth University; The University of Texas at Austin); Poloczanska, Elvira S. (); Schoeman, David S. (University of the Sunshine Coast); Sydeman, William J. (Farallon Institute); Richardson, Anthony J. (University of Queensland)",20,3,,4.24,https://onlinelibrary.wiley.com/doi/pdf/10.1111/geb.12218,https://app.dimensions.ai/details/publication/pub.1003245604,0602 Ecology; 0406 Physical Geography and Environmental Geoscience; 0501 Ecological Applications; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0406 Physical Geography and Environmental Geoscience,0501 Ecological Applications,04 Earth Sciences,05 Environmental Sciences
82,100,pub.1003124538,10.1016/j.marpol.2014.03.021,,,Paradigms of sustainable ocean management,Marine Policy,,,2014-09,2014,48,,206-211,Closed,Article,"Blasiak, Robert; Anderson, James L.; Bridgewater, Peter; Furuya, Ken; Halpern, Benjamin S.; Kurokura, Hisashi; Morishita, Joji; Yagi, Nobuyuki; Minohara, Akane","Blasiak, Robert","Blasiak, Robert (University of Tokyo); Anderson, James L. (World Bank); Bridgewater, Peter (United Nations University); Furuya, Ken (University of Tokyo); Halpern, Benjamin S. (University of California, Santa Barbara); Kurokura, Hisashi (University of Tokyo); Morishita, Joji (); Yagi, Nobuyuki (University of Tokyo); Minohara, Akane (University of Tokyo)",4,1,,0.84,,https://app.dimensions.ai/details/publication/pub.1003124538,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
