,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Steven D Gaines. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
146,100,pub.1045361233,10.1890/1051-0761(2003)013[0047:pmfmrd]2.0.co;2,,,POPULATION MODELS FOR MARINE RESERVE DESIGN: A RETROSPECTIVE AND PROSPECTIVE SYNTHESIS,Ecological Applications,,,2003-02,2003,13,sp1,47-64,All OA; Gold,Article,"Gerber, Leah R.; Botsford, Louis W.; Hastings, Alan; Possingham, Hugh P.; Gaines, Steven D.; Palumbi, Stephen R.; Andelman, Sandy",,"Gerber, Leah R. (University of California, Santa Barbara); Botsford, Louis W. (University of California, Davis); Hastings, Alan (University of California, Davis); Possingham, Hugh P. (University of Queensland); Gaines, Steven D. (University of California, Santa Barbara); Palumbi, Stephen R. (Harvard University); Andelman, Sandy (University of California, Santa Barbara)",264,19,,25.65,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0047%3APMFMRD%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1045361233,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
147,100,pub.1014877071,10.1890/1051-0761(2003)013[0032:acoimr]2.0.co;2,,,AVOIDING CURRENT OVERSIGHTS IN MARINE RESERVE DESIGN,Ecological Applications,,,2003-02,2003,13,sp1,32-46,All OA; Gold,Article,"Gaines, Steven D.; Gaylord, Brian; Largier, John L.",,"Gaines, Steven D. (University of California, Santa Barbara); Gaylord, Brian (University of California, Santa Barbara); Largier, John L. (Scripps Institution of Oceanography)",179,9,,13.14,http://onlinelibrary.wiley.com/doi/10.1890/1051-0761(2003)013[0032:ACOIMR]2.0.CO;2/pdf,https://app.dimensions.ai/details/publication/pub.1014877071,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
148,100,pub.1006652015,10.1890/1051-0761(2003)013[0008:epomrc]2.0.co;2,,,ENSURING PERSISTENCE OF MARINE RESERVES: CATASTROPHES REQUIRE ADOPTING AN INSURANCE FACTOR,Ecological Applications,,,2003-02,2003,13,sp1,8-24,All OA; Gold,Article,"Allison, Gary W.; Gaines, Steven D.; Lubchenco, Jane; Possingham, Hugh P.",,"Allison, Gary W. (Oregon State University); Gaines, Steven D. (University of California, Santa Barbara); Lubchenco, Jane (Oregon State University); Possingham, Hugh P. (University of Queensland)",129,9,,9.47,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/1051-0761%282003%29013%5B0008%3AEPOMRC%5D2.0.CO%3B2,https://app.dimensions.ai/details/publication/pub.1006652015,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
149,200,pub.1071177060,10.3354/meps260083,,,Lagrangian descriptions of marine larval dispersion,Marine Ecology Progress Series,,,2003,2003,260,,83-96,All OA; Gold,Article,"Siegel, DA; Kinlan, BP; Gaylord, B; Gaines, SD",,"Siegel, DA (); Kinlan, BP (); Gaylord, B (); Gaines, SD ()",303,36,,26.89,https://www.int-res.com/articles/meps2003/260/m260p083.pdf,https://app.dimensions.ai/details/publication/pub.1071177060,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
150,400,pub.1058640157,10.1086/343877,18707464,,Species invasions exceed extinctions on islands worldwide: a comparative study of plants and birds.,The American Naturalist,,,2002-12,2002,160,6,766-83,Closed,Article,"Sax, Dov F; Gaines, Steven D; Brown, James H",,"Sax, Dov F (University of California, Santa Barbara); Gaines, Steven D (); Brown, James H ()",317,39,2.27,23.09,,https://app.dimensions.ai/details/publication/pub.1058640157,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
151,100,pub.1032861457,10.1046/j.1365-2699.2002.00705.x,,,Geographical abundance distributions of coastal invertebrates: using one‐dimensional ranges to test biogeographic hypotheses,Journal of Biogeography,,,2002-08,2002,29,8,985-997,Closed,Article,"Sagarin, Raphael D.; Gaines, Steven D.",,"Sagarin, Raphael D. (Stanford University); Gaines, Steven D. (University of California, Santa Barbara)",118,12,,10.49,,https://app.dimensions.ai/details/publication/pub.1032861457,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
152,100,pub.1023948459,10.1046/j.1461-0248.2002.00297.x,,,The ‘abundant centre’ distribution: to what extent is it a biogeographical rule?,Ecology Letters,,,2002-01,2002,5,1,137-147,Closed,Article,"Sagarin, Raphael D.; Gaines, Steven D.",,"Sagarin, Raphael D. (Stanford University); Gaines, Steven D. (Stanford University)",416,76,,45.29,,https://app.dimensions.ai/details/publication/pub.1023948459,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
153,400,pub.1028044463,10.1016/s0022-0981(00)00242-2,11018236,,"Genetic structure of populations of the red sea urchin, Strongylocentrotus franciscanus",Journal of Experimental Marine Biology and Ecology,,,2000-10,2000,253,1,49-62,Closed,Article,"Debenham, Patty; Brzezinski, Mark; Foltz, Kathy; Gaines, Steven","Debenham, Patty","Debenham, Patty (University of California, Santa Barbara); Brzezinski, Mark (University of California, Santa Barbara); Foltz, Kathy (University of California, Santa Barbara); Gaines, Steven (University of California, Santa Barbara)",23,2,0.19,1.26,,https://app.dimensions.ai/details/publication/pub.1028044463,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
154,400,pub.1058610890,10.1086/303357,10805643,,Competition and the Effect of Spatial Resource Heterogeneity on Evolutionary Diversification.,The American Naturalist,,,2000-06,2000,155,6,769-789,Closed,Article,"Gaylord, Brian; Gaines, Steven D",,"Gaylord, Brian (); Gaines, Steven D ()",278,33,2.17,15.27,,https://app.dimensions.ai/details/publication/pub.1058610890,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
155,100,pub.1022009828,10.1890/0012-9658(1999)080[2474:crsrbr]2.0.co;2,,,CAN RAPOPORT’S RULE BE RESCUED? MODELING CAUSES OF THE LATITUDINAL GRADIENT IN SPECIES RICHNESS,Ecology,,,1999-12,1999,80,8,2474-2482,Closed,Article,"Taylor, Peter H.; Gaines, Steven D.",,"Taylor, Peter H. (University of California, Santa Barbara); Gaines, Steven D. (University of California, Santa Barbara)",47,4,,,,https://app.dimensions.ai/details/publication/pub.1022009828,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
156,100,pub.1012231159,10.1890/0012-9658(1998)079[1382:mmoobt]2.0.co;2,,,MAKING MOUNTAINS OUT OF BARNACLES: THE DYNAMICS OF ACORN BARNACLE HUMMOCKING,Ecology,,,1998-06,1998,79,4,1382-1394,Closed,Article,"Bertness, Mark D.; Gaines, Steven D.; Yeh, Su Ming",,"Bertness, Mark D. (Brown University); Gaines, Steven D. (University of California, Santa Barbara); Yeh, Su Ming (Brown University)",78,9,,,,https://app.dimensions.ai/details/publication/pub.1012231159,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
157,100,pub.1049788559,10.1890/0012-9658(1997)078[1990:siodpi]2.0.co;2,,,SOME IMPLICATIONS OF DIRECT POSITIVE INTERACTIONS FOR COMMUNITY SPECIES DIVERSITY,Ecology,,,1997-10,1997,78,7,1990-2003,Closed,Article,"Hacker, Sally D.; Gaines, Steven D.",,"Hacker, Sally D. (Brown University); Gaines, Steven D. (University of California, Santa Barbara)",270,19,,,,https://app.dimensions.ai/details/publication/pub.1049788559,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
158,200,pub.1071173733,10.3354/meps137103,,,Wind-driven settlement patterns in the acorn barnacle Semibalanus balanoides,Marine Ecology Progress Series,,,1996,1996,137,,103-110,All OA; Gold,Article,"Bertness, MD; Gaines, SD; Wahle, RA",,"Bertness, MD (); Gaines, SD (); Wahle, RA ()",88,6,,,https://www.int-res.com/articles/meps/137/m137p103.pdf,https://app.dimensions.ai/details/publication/pub.1071173733,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
159,400,pub.1017995746,10.1016/0169-5347(94)90258-5,21236837,,"‘Heads I win, tails you lose’: testing directional alternative hypotheses in ecological and evolutionary research",Trends in Ecology & Evolution,,,1994-06,1994,9,6,235-237,Closed,Article,"Rice, William R.; Gaines, Steven D.",,"Rice, William R. (University of California, Santa Cruz); Gaines, Steven D. (University of California, Santa Barbara)",182,7,3.32,,,https://app.dimensions.ai/details/publication/pub.1017995746,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
160,400,pub.1028395266,10.1073/pnas.91.1.225,8278369,PMC42919,Extending nondirectional heterogeneity tests to evaluate simply ordered alternative hypotheses,Proceedings of the National Academy of Sciences,,"Genetics, Population; Statistics as Topic",1994-01-04,1994,91,1,225-226,All OA; Gold,Article,"Rice, W R; Gaines, S D",,"Rice, W R (University of California, Santa Cruz); Gaines, S D (University of California, Santa Cruz)",125,2,2.25,,http://www.pnas.org/content/91/1/225.full.pdf,https://app.dimensions.ai/details/publication/pub.1028395266,1117 Public Health and Health Services; 11 Medical and Health Sciences,1117 Public Health and Health Services,11 Medical and Health Sciences,,,
161,200,pub.1071171109,10.3354/meps104049,,,"Flow, food supply and acorn barnacle population dynamics",Marine Ecology Progress Series,,,1994,1994,104,,49-62,All OA; Gold,Article,"Sanford, E; Bermudez, D; Bertness, MD; Gaines, SD",,"Sanford, E (); Bermudez, D (); Bertness, MD (); Gaines, SD ()",61,10,,,https://doi.org/10.3354/meps104049,https://app.dimensions.ai/details/publication/pub.1071171109,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
162,100,pub.1069663434,10.2307/1939593,,,The Dynamics of Juvenile Dispersal: Why Field Ecologists Must Integrate,Ecology,,,1993-12,1993,74,8,2430-2435,Closed,Article,"Gaines, Steven D.; Bertness, Mark",,"Gaines, Steven D. (); Bertness, Mark ()",92,2,,,,https://app.dimensions.ai/details/publication/pub.1069663434,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
163,200,pub.1085735832,10.1111/j.1558-5646.1993.tb01221.x,28568103,,LARVAL DISPERSAL AND LOCAL ADAPTATION IN ACORN BARNACLES,Evolution,,,1993-02,1993,47,1,316-320,All OA; Gold,Article,"Bertness, Mark D; Gaines, Steven D",,"Bertness, Mark D (Brown University); Gaines, Steven D (Brown University)",37,4,0.34,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1558-5646.1993.tb01221.x,https://app.dimensions.ai/details/publication/pub.1085735832,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
164,200,pub.1069919014,10.2307/2410140,,,Larval Dispersal and Local Adaptation in Acorn Barnacles,Evolution,,,1993-02,1993,47,1,316,Closed,Article,"Bertness, Mark D.; Gaines, Steven D.",,"Bertness, Mark D. (); Gaines, Steven D. ()",39,1,,,,https://app.dimensions.ai/details/publication/pub.1069919014,0602 Ecology; 06 Biological Sciences; 0603 Evolutionary Biology,0602 Ecology,06 Biological Sciences,0603 Evolutionary Biology,,
165,100,pub.1016744457,10.1038/360579a0,,,Dispersal of juveniles and variable recruitment in sessile marine species,Nature,,,1992-12,1992,360,6404,579-580,Closed,Article,"Gaines, Steven D.; Bertness, Mark D.",,"Gaines, Steven D. (Brown University); Bertness, Mark D. (Brown University)",206,5,,,,https://app.dimensions.ai/details/publication/pub.1016744457,0604 Genetics; 0602 Ecology; 06 Biological Sciences,0604 Genetics,0602 Ecology,06 Biological Sciences,,
166,100,pub.1038552831,10.1016/0022-0981(92)90246-7,,,Components of recruitment in populations of the acorn barnacle Semibalanus balanoides (Linnaeus),Journal of Experimental Marine Biology and Ecology,,,1992-04,1992,156,2,199-215,Closed,Article,"Bertness, Mark D.; Gaines, Steven D.; Stephens, Erich G.; Yund, Philip O.","Bertness, Mark D.","Bertness, Mark D. (Brown University); Gaines, Steven D. (Brown University); Stephens, Erich G. (Brown University); Yund, Philip O. (Brown University)",101,7,,,,https://app.dimensions.ai/details/publication/pub.1038552831,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
167,100,pub.1041051489,10.4319/lo.1991.36.6.1167,,,Cylindrical tube traps for larval sampling,Limnology and Oceanography,,,1991-09,1991,36,6,1167-1177,All OA; Gold,Article,"Yund, Philip 0.; Gaines, Steven D.; Bertness, Mark D.",,"Yund, Philip 0. (Brown University); Gaines, Steven D. (Brown University); Bertness, Mark D. (Brown University)",64,2,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.1991.36.6.1167,https://app.dimensions.ai/details/publication/pub.1041051489,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
168,200,pub.1071167312,10.3354/meps075091,,,Extreme spatial variation in the growth and reproductive output of the acorn barnacle Semibalanus balanoides,Marine Ecology Progress Series,,,1991,1991,75,,91-100,All OA; Gold,Article,"Bertness, MD; Gaines, SD; Bermudez, D; Sanford, E",,"Bertness, MD (); Gaines, SD (); Bermudez, D (); Sanford, E ()",66,8,,,https://doi.org/10.3354/meps075091,https://app.dimensions.ai/details/publication/pub.1071167312,0602 Ecology; 0405 Oceanography; 04 Earth Sciences; 06 Biological Sciences; 0608 Zoology,0602 Ecology,0405 Oceanography,04 Earth Sciences,06 Biological Sciences,0608 Zoology
169,100,pub.1003550759,10.4319/lo.1990.35.1.0001,,,On the prediction of maximal intertidal wave forces,Limnology and Oceanography,,,1990-01,1990,35,1,1-15,Closed,Article,"Denny, Mark W.; Gaines, Steven D.",,"Denny, Mark W. (Stanford University); Gaines, Steven D. (Brown University)",20,4,,,,https://app.dimensions.ai/details/publication/pub.1003550759,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
170,400,pub.1062457401,10.1126/science.11538249,11538249,,Recruitment dynamics in complex life cycles,Science,,"Animals; Ecology; Ecosystem; Larva; Marine Biology; Models, Biological; Pacific Ocean; Plankton; Population Dynamics; Thoracica",1988-09-16,1988,241,4872,1460-1466,Closed,Article,"Roughgarden, J; Gaines, S; Possingham, H",,"Roughgarden, J (Stanford University); Gaines, S (Stanford University); Possingham, H (Stanford University)",688,44,4.63,,,https://app.dimensions.ai/details/publication/pub.1062457401,0602 Ecology; 0405 Oceanography; 0502 Environmental Science and Management; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0405 Oceanography,0502 Environmental Science and Management,04 Earth Sciences,05 Environmental Sciences
171,400,pub.1062533653,10.1126/science.235.4787.479,17810342,,Fish in Offshore Kelp Forests Affect Recruitment to Intertidal Barnacle Populations,Science,,,1987-01-23,1987,235,4787,479-481,Closed,Article,"GAINES, STEVEN D.; ROUGHGARDEN, JONATHAN",,"GAINES, STEVEN D. (Stanford University); ROUGHGARDEN, JONATHAN (Stanford University)",141,9,0.9,,,https://app.dimensions.ai/details/publication/pub.1062533653,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
172,400,pub.1008240676,10.1007/bf00384297,28311322,,"Spatial variation in larval concentrations as a cause of spatial variation in settlement for the barnacle, Balanus glandula",Oecologia,,,1985-09,1985,67,2,267-272,Closed,Article,"Gaines, Steven; Brown, Stephen; Roughgarden, Jonathan","Gaines, Steven","Gaines, Steven (Stanford University); Brown, Stephen (Stanford University); Roughgarden, Jonathan (Stanford University)",214,7,0.84,,,https://app.dimensions.ai/details/publication/pub.1008240676,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
173,400,pub.1014082100,10.1073/pnas.82.11.3707,16593571,PMC397856,Larval settlement rate: A leading determinant of structure in an ecological community of the marine intertidal zone,Proceedings of the National Academy of Sciences,,,1985-06-01,1985,82,11,3707-3711,All OA; Gold,Article,"Gaines, S.; Roughgarden, J.",,"Gaines, S. (Stanford University); Roughgarden, J. (Stanford University)",499,30,3.69,,http://www.pnas.org/content/82/11/3707.full.pdf,https://app.dimensions.ai/details/publication/pub.1014082100,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
174,100,pub.1013683395,10.1016/0022-0981(84)90069-8,,,"Structure, persistence, and role of consumers in a tropical rocky intertidal community (Taboguilla Island, Bay of Panama)",Journal of Experimental Marine Biology and Ecology,,,1984-06,1984,78,1-2,23-73,Closed,Article,"Lubchenco, Jane; Menge, Bruce A.; Garrity, Stephen D.; Lubchenco, Peggy J.; Ashkenas, Linda R.; Gaines, Steven D.; Emlet, Richard; Lucas, John; Strauss, Sharon","Lubchenco, Jane","Lubchenco, Jane (Oregon State University); Menge, Bruce A. (Oregon State University); Garrity, Stephen D. (Oregon State University); Lubchenco, Peggy J. (Oregon State University); Ashkenas, Linda R. (Oregon State University); Gaines, Steven D. (Oregon State University); Emlet, Richard (Oregon State University); Lucas, John (Oregon State University); Strauss, Sharon (Oregon State University)",86,7,,,,https://app.dimensions.ai/details/publication/pub.1013683395,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
175,100,pub.1043985101,10.1007/978-3-642-70157-3_5,,,Dynamics and Evolution of Marine Populations with Pelagic Larval Dispersal,,Exploitation of Marine Communities,,1984,1984,,,111-130,Closed,Chapter,"Roughgarden, J.; Gaines, S.; Iwasa, Y.",,"Roughgarden, J. (Stanford University); Gaines, S. (Stanford University); Iwasa, Y. (Stanford University)",12,0,,,,https://app.dimensions.ai/details/publication/pub.1043985101,0602 Ecology; 0502 Environmental Science and Management; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
176,400,pub.1030936988,10.1007/bf00346486,28309744,,Latitudinal variation in intertidal algal community structure: the influence of grazing and vegetative propagation,Oecologia,,,1981-03,1981,48,3,297-307,Closed,Article,"Sousa, Wayne P.; Schroeter, Stephen C.; Gaines, Steven D.","Sousa, Wayne P.","Sousa, Wayne P. (University of California, Berkeley); Schroeter, Stephen C. (University of Southern California); Gaines, Steven D. (Oregon State University)",79,4,0.56,,,https://app.dimensions.ai/details/publication/pub.1030936988,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
