,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Arturo A Keller. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
117,400,pub.1034883132,10.1016/j.jhazmat.2012.05.008,22633924,PMC4346349,Effect of surface coating and organic matter on the uptake of CeO2 NPs by corn plants grown in soil: Insight into the uptake mechanism,Journal of Hazardous Materials,,Alginates; Cerium; Glucuronic Acid; Hexuronic Acids; Metal Nanoparticles; Plant Roots; Plant Shoots; Soil; Soil Pollutants; Surface Properties; X-Ray Absorption Spectroscopy; Zea mays,2012-07,2012,225,J. Alloys Compd. 303–304 2000,131-138,"All OA; Green, Accepted & Submitted",Article,"Zhao, Lijuan; Peralta-Videa, Jose R.; Varela-Ramirez, Armando; Castillo-Michel, Hiram; Li, Chunqiang; Zhang, Jianying; Aguilera, Renato J.; Keller, Arturo A.; Gardea-Torresdey, Jorge L.","Gardea-Torresdey, Jorge L.","Zhao, Lijuan (The University of Texas at El Paso); Peralta-Videa, Jose R. (The University of Texas at El Paso); Varela-Ramirez, Armando (The University of Texas at El Paso); Castillo-Michel, Hiram (European Synchrotron Radiation Facility); Li, Chunqiang (The University of Texas at El Paso); Zhang, Jianying (The University of Texas at El Paso); Aguilera, Renato J. (The University of Texas at El Paso); Keller, Arturo A. (University of California, Santa Barbara); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso)",105,26,4.37,,http://europepmc.org/articles/pmc4346349?pdf=render,https://app.dimensions.ai/details/publication/pub.1034883132,09 Engineering,09 Engineering,,,,
118,400,pub.1030856601,10.1016/j.jhazmat.2012.05.009,22614026,,"Uptake, accumulation, and biotransformation of metal oxide nanoparticles by a marine suspension-feeder",Journal of Hazardous Materials,,"Animals; Biotransformation; Cerium; Feces; Metal Nanoparticles; Mytilus; Water Pollutants, Chemical; Zinc Oxide",2012-07,2012,225,,139-145,Closed,Article,"Montes, Milka O.; Hanna, Shannon K.; Lenihan, Hunter S.; Keller, Arturo A.","Keller, Arturo A.","Montes, Milka O. (University of California, Santa Barbara; The University of Texas of the Permian Basin); Hanna, Shannon K. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",74,17,3.5,,,https://app.dimensions.ai/details/publication/pub.1030856601,09 Engineering,09 Engineering,,,,
119,400,pub.1053224276,10.1371/journal.pone.0037363,22624021,PMC3356249,Increased Mobility of Metal Oxide Nanoparticles Due to Photo and Thermal Induced Disagglomeration,PLoS ONE,,"Cesium; Fractals; Light; Metal Nanoparticles; Microscopy, Electron, Transmission; Models, Chemical; Motion; Particle Size; Sonication; Temperature; Titanium; Water; Zinc Oxide",2012-05-18,2012,7,5,e37363,All OA; Gold,Article,"Zhou, Dongxu; Bennett, Samuel W.; Keller, Arturo A.",,"Zhou, Dongxu (); Bennett, Samuel W. (); Keller, Arturo A. (University of California, Santa Barbara)",37,9,1.71,6.44,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0037363&type=printable,https://app.dimensions.ai/details/publication/pub.1053224276,09 Engineering; 10 Technology; 0306 Physical Chemistry (incl. Structural); 0912 Materials Engineering; 1007 Nanotechnology; 03 Chemical Sciences,09 Engineering,10 Technology,0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,1007 Nanotechnology
120,200,pub.1055504695,10.1021/es301430u,22515567,,"Ecosystem protection, integrated management and infrastructure are vital for improving water quality in Africa.",Environmental Science & Technology,,Africa; Ecosystem; Waste Management; Water Quality,2012-05,2012,46,9,4699-700,Closed,Article,"Wang, Hongtao; Omosa, Isaiah Bosire; Keller, Arturo A.; Li, Fengting",,"Wang, Hongtao (Tongji University); Omosa, Isaiah Bosire (Tongji University; Kenyatta University); Keller, Arturo A. (University of California, Santa Barbara); Li, Fengting (Tongji University)",7,2,0.27,,,https://app.dimensions.ai/details/publication/pub.1055504695,,,,,,
121,100,pub.1040138443,10.1080/05704928.2011.637186,,,Microscopic and Spectroscopic Methods Applied to the Measurements of Nanoparticles in the Environment,Applied Spectroscopy Reviews,,,2012-04,2012,47,3,180-206,Closed,Article,"Bandyopadhyay, Susmita; Peralta-Videa, Jose R.; Hernandez-Viezcas, Jose A.; Montes, Milka O.; Keller, Arturo A.; Gardea-Torresdey, Jorge L.",,"Bandyopadhyay, Susmita (); Peralta-Videa, Jose R. (); Hernandez-Viezcas, Jose A. (); Montes, Milka O. (); Keller, Arturo A. (); Gardea-Torresdey, Jorge L. ()",19,3,,4.02,,https://app.dimensions.ai/details/publication/pub.1040138443,0205 Optical Physics; 02 Physical Sciences,0205 Optical Physics,02 Physical Sciences,,,
122,400,pub.1039916848,10.1016/j.watres.2011.11.025,22154111,,Adsorption of perchlorate and other oxyanions onto magnetic permanently confined micelle arrays (Mag-PCMAs),Water Research,,"Adsorption; Anions; Charcoal; Indicators and Reagents; Kinetics; Magnetic Phenomena; Micelles; Microscopy, Electron, Scanning; Perchlorates; Phosphates; Recycling; Spectrometry, X-Ray Emission; Thermodynamics; Water Pollutants, Chemical",2012-03,2012,46,3,635-644,Closed,Article,"Clark, Kristin K.; Keller, Arturo A.","Keller, Arturo A.","Clark, Kristin K. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",22,5,0.73,3,,https://app.dimensions.ai/details/publication/pub.1039916848,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
123,400,pub.1047531756,10.1371/journal.pone.0030321,22276179,PMC3262817,TiO2 Nanoparticles Are Phototoxic to Marine Phytoplankton,PLoS ONE,,Nanoparticles; Oxidative Stress; Phytoplankton; Reactive Oxygen Species; Titanium; Ultraviolet Rays,2012-01-20,2012,7,1,e30321,All OA; Gold,Article,"Miller, Robert J.; Bennett, Samuel; Keller, Arturo A.; Pease, Scott; Lenihan, Hunter S.",,"Miller, Robert J. (University of California, Santa Barbara); Bennett, Samuel (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Pease, Scott (University of California, Santa Barbara; University of Washington); Lenihan, Hunter S. (University of California, Santa Barbara)",165,35,8.32,20.47,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0030321&type=printable,https://app.dimensions.ai/details/publication/pub.1047531756,03 Chemical Sciences; 0399 Other Chemical Sciences,03 Chemical Sciences,0399 Other Chemical Sciences,,,
124,400,pub.1044141502,10.1016/j.jhazmat.2011.07.070,21871731,,Magnetic pollen grains as sorbents for facile removal of organic pollutants in aqueous media,Journal of Hazardous Materials,,"Adsorption; Environmental Pollutants; Magnetics; Microscopy, Electron, Scanning; Pollen; Water",2011-10,2011,194,,53-61,Closed,Article,"Thio, Beng Joo Reginald; Clark, Kristin K.; Keller, Arturo A.","Keller, Arturo A.","Thio, Beng Joo Reginald (University of California, Santa Barbara); Clark, Kristin K. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",23,4,0.72,3.79,,https://app.dimensions.ai/details/publication/pub.1044141502,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
125,400,pub.1040859811,10.1016/j.jhazmat.2011.07.093,21871721,,Natural organic matter removal by adsorption onto magnetic permanently confined micelle arrays,Journal of Hazardous Materials,,"Adsorption; Kinetics; Magnetics; Micelles; Microscopy, Electron, Scanning; Organic Chemicals; Particle Size; Thermodynamics",2011-10,2011,194,,156-161,Closed,Article,"Wang, Hongtao; Keller, Arturo A.; Clark, Kristin K.","Keller, Arturo A.","Wang, Hongtao (Tongji University; University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Clark, Kristin K. (University of California, Santa Barbara)",30,8,0.97,4.06,,https://app.dimensions.ai/details/publication/pub.1040859811,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
126,400,pub.1013901449,10.1016/j.jhazmat.2011.06.080,21775060,,Metal oxide nanomaterials in seawater: Linking physicochemical characteristics with biological response in sea urchin development,Journal of Hazardous Materials,,"Animals; Biological Assay; Chemistry, Physical; Hydrogen-Ion Concentration; Kinetics; Metal Nanoparticles; Metals; Nanostructures; Nanotechnology; Oxides; Particle Size; Sea Urchins; Seawater; Solubility; Water Pollutants; Zinc Oxide",2011-09,2011,192,3,1565-1571,Closed,Article,"Fairbairn, Elise A.; Keller, Arturo A.; Mädler, Lutz; Zhou, Dongxu; Pokhrel, Suman; Cherr, Gary N.","Cherr, Gary N.","Fairbairn, Elise A. (University of California, Davis); Keller, Arturo A. (University of California, Santa Barbara); Mädler, Lutz (University of California Los Angeles); Zhou, Dongxu (University of California, Santa Barbara); Pokhrel, Suman (University of California Los Angeles); Cherr, Gary N. (University of California, Davis)",75,14,3.18,,,https://app.dimensions.ai/details/publication/pub.1013901449,09 Engineering,09 Engineering,,,,
127,400,pub.1050421062,10.1016/j.jhazmat.2011.02.072,21429667,,Influence of natural organic matter on the aggregation and deposition of titanium dioxide nanoparticles,Journal of Hazardous Materials,,Humic Substances; Kinetics; Nanoparticles; Osmolar Concentration; Rivers; Silicon Dioxide; Static Electricity; Titanium,2011-05,2011,189,1-2,556-563,Closed,Article,"Thio, Beng Joo Reginald; Zhou, Dongxu; Keller, Arturo A.","Keller, Arturo A.","Thio, Beng Joo Reginald (University of California, Santa Barbara); Zhou, Dongxu (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",161,31,7.61,,,https://app.dimensions.ai/details/publication/pub.1050421062,09 Engineering,09 Engineering,,,,
128,100,pub.1051589045,10.1016/j.apcatb.2010.12.045,,,"Comparative photoactivity of CeO2, γ-Fe2O3, TiO2 and ZnO in various aqueous systems",Applied Catalysis B Environmental,,,2011-02,2011,102,3-4,600-607,Closed,Article,"Bennett, Samuel W.; Keller, Arturo A.","Keller, Arturo A.","Bennett, Samuel W. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",39,6,,5.28,,https://app.dimensions.ai/details/publication/pub.1051589045,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
129,400,pub.1009013142,10.1021/nn1034857,21261306,,Nanomaterials in the environment: from materials to high-throughput screening to organisms.,ACS Nano,,Animals; Combinatorial Chemistry Techniques; Drug Design; Ecotoxicology; Environment; High-Throughput Screening Assays; Humans; Nanostructures; Toxicity Tests,2011-01-25,2011,5,1,13-20,Closed,Article,"Thomas, Courtney R.; George, Saji; Horst, Allison M.; Ji, Zhaoxia; Miller, Robert J.; Peralta-Videa, Jose R.; Xia, Tian; Pokhrel, Suman; Mädler, Lutz; Gardea-Torresdey, Jorge L.; Holden, Patricia A.; Keller, Arturo A.; Lenihan, Hunter S.; Nel, Andre E.; Zink, Jeffrey I.",,"Thomas, Courtney R. (University of California Los Angeles); George, Saji (University of California Los Angeles); Horst, Allison M. (University of California, Santa Barbara); Ji, Zhaoxia (University of California Los Angeles); Miller, Robert J. (University of California, Santa Barbara); Peralta-Videa, Jose R. (The University of Texas at El Paso); Xia, Tian (University of California Los Angeles); Pokhrel, Suman (University of Bremen); Mädler, Lutz (University of Bremen); Gardea-Torresdey, Jorge L. (The University of Texas at El Paso); Holden, Patricia A. (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara); Lenihan, Hunter S. (University of California, Santa Barbara); Nel, Andre E. (University of California Los Angeles); Zink, Jeffrey I. (University of California Los Angeles)",108,17,3.61,14.61,,https://app.dimensions.ai/details/publication/pub.1009013142,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
130,400,pub.1055501373,10.1021/es100247x,20469893,,Impacts of metal oxide nanoparticles on marine phytoplankton.,Environmental Science & Technology,,Marine Biology; Metal Nanoparticles; Phytoplankton; Solubility; Titanium; Zinc Oxide,2010-10,2010,44,19,7329-34,Closed,Article,"Miller, Robert J; Lenihan, Hunter S; Muller, Erik B; Tseng, Nancy; Hanna, Shannon K; Keller, Arturo A",,"Miller, Robert J (University of California, Santa Barbara); Lenihan, Hunter S (); Muller, Erik B (); Tseng, Nancy (); Hanna, Shannon K (); Keller, Arturo A ()",187,35,7.17,20.51,,https://app.dimensions.ai/details/publication/pub.1055501373,03 Chemical Sciences; 0602 Ecology; 06 Biological Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0602 Ecology,06 Biological Sciences,0306 Physical Chemistry (incl. Structural),
131,200,pub.1057628307,10.1061/(asce)ee.1943-7870.0000247,,,Natural Organic Matter Removal by Adsorption onto Carbonaceous Nanoparticles and Coagulation,Journal of Environmental Engineering,,,2010-10,2010,136,10,1075-1081,Closed,Article,"Wang, Hongtao; Keller, Arturo A.; Li, Fengting",,"Wang, Hongtao (University of California, Santa Barbara; Tongji University); Keller, Arturo A. (University of California, Santa Barbara; Tongji University); Li, Fengting (University of California, Santa Barbara; Tongji University)",22,2,,3.59,,https://app.dimensions.ai/details/publication/pub.1057628307,0905 Civil Engineering; 09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,
132,400,pub.1056152656,10.1021/la1020516,20806965,,Measuring the influence of solution chemistry on the adhesion of au nanoparticles to mica using colloid probe atomic force microscopy.,Langmuir,,"Aluminum Silicates; Colloids; Gold; Metal Nanoparticles; Microscopy, Atomic Force; Particle Size; Solutions; Surface Properties",2010-09-07,2010,26,17,13995-4003,Closed,Article,"Thio, Beng Joo Reginald; Lee, Jung-Hyun; Meredith, J Carson; Keller, Arturo A",,"Thio, Beng Joo Reginald (University of California, Santa Barbara); Lee, Jung-Hyun (); Meredith, J Carson (); Keller, Arturo A ()",18,1,0.87,3.35,,https://app.dimensions.ai/details/publication/pub.1056152656,02 Physical Sciences; 03 Chemical Sciences; 0299 Other Physical Sciences; 0306 Physical Chemistry (incl. Structural),02 Physical Sciences,03 Chemical Sciences,0299 Other Physical Sciences,0306 Physical Chemistry (incl. Structural),
133,400,pub.1047537366,10.1016/j.watres.2010.02.025,20227744,,Role of morphology in the aggregation kinetics of ZnO nanoparticles,Water Research,,"Adsorption; Dimerization; Hydrogen-Ion Concentration; Kinetics; Nanoparticles; Osmolar Concentration; Water Pollutants, Chemical; Zinc Oxide",2010-05,2010,44,9,2948-2956,Closed,Article,"Zhou, Dongxu; Keller, Arturo A.","Keller, Arturo A.","Zhou, Dongxu (University of California, Santa Barbara); Keller, Arturo A. (University of California, Santa Barbara)",139,27,5.08,17.91,,https://app.dimensions.ai/details/publication/pub.1047537366,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
134,400,pub.1055517116,10.1021/es902987d,20151631,,Stability and aggregation of metal oxide nanoparticles in natural aqueous matrices.,Environmental Science & Technology,,"Cerium; Fresh Water; Geologic Sediments; Metal Nanoparticles; Particle Size; Seawater; Titanium; Water Pollutants, Chemical; Zinc Oxide",2010-03-15,2010,44,6,1962-7,Closed,Article,"Keller, Arturo A; Wang, Hongtao; Zhou, Dongxu; Lenihan, Hunter S; Cherr, Gary; Cardinale, Bradley J; Miller, Robert; Ji, Zhaoxia",,"Keller, Arturo A (University of California, Santa Barbara); Wang, Hongtao (); Zhou, Dongxu (); Lenihan, Hunter S (); Cherr, Gary (); Cardinale, Bradley J (); Miller, Robert (); Ji, Zhaoxia ()",775,179,27.4,99.83,,https://app.dimensions.ai/details/publication/pub.1055517116,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
135,100,pub.1064580102,10.1260/0958-305x.21.2.1,,,Projection of California's Future Freshwater Requirements for Power Generation,Energy & Environment,,,2010-03,2010,21,2,1-20,Closed,Article,"Keller, Arturo A.; Tellinghuisen, Stacy; Lee, Cheryl; Larson, Dana; Dennen, Bliss; Lee, James",,"Keller, Arturo A. (University of California, Santa Barbara); Tellinghuisen, Stacy (University of California, Santa Barbara); Lee, Cheryl (University of California, Santa Barbara); Larson, Dana (University of California, Santa Barbara); Dennen, Bliss (University of California, Santa Barbara); Lee, James (University of California, Santa Barbara)",9,3,,1.25,,https://app.dimensions.ai/details/publication/pub.1064580102,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
136,400,pub.1069143499,10.2166/wst.2009.547,19809143,,Chemically enhanced primary treatment (CEPT) for removal of carbon and nutrients from municipal wastewater treatment plants: a case study of Shanghai,Water Science & Technology,,"Ammonia; Carbon; China; Cost-Benefit Analysis; Nitrogen; Oxidation-Reduction; Phosphates; Time Factors; Waste Disposal, Fluid; Water Pollutants, Chemical; Water Pollution, Chemical; Water Purification",2009-10,2009,60,7,1803-1809,Closed,Article,"Wang, Hongtao; Li, Fengting; Keller, Arturo A.; Xu, Ran",,"Wang, Hongtao (Tongji University; University of California, Santa Barbara); Li, Fengting (Tongji University); Keller, Arturo A. (University of California, Santa Barbara); Xu, Ran (Tongji University)",20,10,0.18,2.53,,https://app.dimensions.ai/details/publication/pub.1069143499,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
