,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is John Michael Melack. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
87,100,pub.1031248271,10.1029/2007jg000637,,,CO2 emissions from saline lakes: A global estimate of a surprisingly large flux,Journal of Geophysical Research,,,2008-12,2008,113,G4,,All OA; Gold,Article,"Duarte, Carlos M.; Prairie, Yves T.; Montes, Carlos; Cole, Jonathan J.; Striegl, Robert; Melack, John; Downing, John A.",,"Duarte, Carlos M. (Mediterranean Institute for Advanced Studies); Prairie, Yves T. (University of Quebec at Montreal); Montes, Carlos (Autonomous University of Madrid); Cole, Jonathan J. (Cary Institute of Ecosystem Studies); Striegl, Robert (United States Geological Survey); Melack, John (University of California, Santa Barbara); Downing, John A. (Iowa State University)",70,18,,7.88,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007JG000637,https://app.dimensions.ai/details/publication/pub.1031248271,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
88,400,pub.1008077028,10.1007/s10661-007-9855-3,17593532,,Remote sensing of aquatic vegetation: theory and applications,Environmental Monitoring and Assessment,,Geographic Information Systems; Plants; Water,2008-05,2008,140,1-3,131-145,Closed,Article,"Silva, Thiago S. F.; Costa, Maycira P. F.; Melack, John M.; Novo, Evlyn M. L. M.","Silva, Thiago S. F.","Silva, Thiago S. F. (University of Victoria); Costa, Maycira P. F. (University of Victoria); Melack, John M. (University of California, Santa Barbara); Novo, Evlyn M. L. M. (National Institute for Space Research)",158,31,0.25,19.48,,https://app.dimensions.ai/details/publication/pub.1008077028,09 Engineering; 0602 Ecology; 0502 Environmental Science and Management; 0909 Geomatic Engineering; 05 Environmental Sciences; 06 Biological Sciences,09 Engineering,0602 Ecology,0502 Environmental Science and Management,0909 Geomatic Engineering,05 Environmental Sciences
89,100,pub.1037922721,10.1029/2006jg000391,,,Biogeochemical legacy of prescribed fire in a giant sequoia–mixed conifer forest: A 16‐year record of watershed balances,Journal of Geophysical Research,,,2008-03,2008,113,G1,n/a-n/a,All OA; Gold,Article,"Engle, Diana L.; Sickman, James O.; Moore, Claudette M.; Esperanza, Annie M.; Melack, John M.; Keeley, Jon E.",,"Engle, Diana L. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside); Moore, Claudette M. (); Esperanza, Annie M. (); Melack, John M. (University of California, Santa Barbara); Keeley, Jon E. (University of California Los Angeles)",9,2,,0.89,http://onlinelibrary.wiley.com/doi/10.1029/2006JG000391/pdf,https://app.dimensions.ai/details/publication/pub.1037922721,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
90,100,pub.1046442395,10.1111/j.1752-1688.2007.00138.x,,,Impacts of Climate Variability and Land Use Alterations on Frequency Distributions of Terrestrial Runoff Loading to Coastal Waters in Southern California1,JAWRA Journal of the American Water Resources Association,,,2008-02,2008,44,1,62-74,Closed,Article,"Beighley, R. Edward; Dunne, Thomas; Melack, John M.",,"Beighley, R. Edward (San Diego State University); Dunne, Thomas (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",23,4,,2.02,,https://app.dimensions.ai/details/publication/pub.1046442395,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0405 Oceanography,,
91,100,pub.1010327194,10.1111/j.1365-2486.2007.01481.x,,,High rates of net primary production and turnover of floating grasses on the Amazon floodplain: implications for aquatic respiration and regional CO2 flux,Global Change Biology,,,2008-02,2008,14,2,369-381,Closed,Article,"ENGLE, DIANA L.; MELACK, JOHN M.; DOYLE, ROBERT D.; FISHER, THOMAS R.",,"ENGLE, DIANA L. (University of California, Santa Barbara); MELACK, JOHN M. (University of California, Santa Barbara); DOYLE, ROBERT D. (Baylor University); FISHER, THOMAS R. (University of Maryland Center For Environmental Sciences)",38,5,,4.3,,https://app.dimensions.ai/details/publication/pub.1010327194,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
92,100,pub.1025522939,10.1016/j.jhydrol.2007.10.055,,,Floodplain hydrology in an Amazon floodplain lake (Lago Grande de Curuaí),Journal of Hydrology,,,2008-01,2008,349,1-2,18-30,"All OA; Green, Published",Article,"Bonnet, M.P.; Barroux, G.; Martinez, J.M.; Seyler, F.; Moreira-Turcq, P.; Cochonneau, G.; Melack, J.M.; Boaventura, G.; Maurice-Bourgoin, L.; León, J.G.; Roux, E.; Calmant, S.; Kosuth, P.; Guyot, J.L.; Seyler, P.","Bonnet, M.P.","Bonnet, M.P. (); Barroux, G. (); Martinez, J.M. (); Seyler, F. (); Moreira-Turcq, P. (Fluminense Federal University); Cochonneau, G. (); Melack, J.M. (University of California, Santa Barbara); Boaventura, G. (University of Brasília); Maurice-Bourgoin, L. (); León, J.G. (); Roux, E. (); Calmant, S. (); Kosuth, P. (); Guyot, J.L. (National Agrarian University); Seyler, P. ()",103,21,,10.18,http://hal.ird.fr/ird-00270979/file/Bonnet2008.pdf,https://app.dimensions.ai/details/publication/pub.1025522939,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
93,100,pub.1030947968,10.1016/b978-008045405-4.00356-6,,,Saline and Soda Lakes,,Encyclopedia of Ecology,,2008,2008,,Hydrobiologia1051983,3123-3127,Closed,Chapter,"Melack, J.M.",,"Melack, J.M. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1030947968,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
94,100,pub.1040253171,10.4319/lo.2007.52.5.1748,,,Mechanisms for nutrient delivery to the inner shelf: Observations from the Santa Barbara Channel,Limnology and Oceanography,,,2007-09,2007,52,5,1748-1766,All OA; Gold,Article,"McPhee-Shaw, Erika E.; Siegel, David A.; Washburn, Libe; Brzezinski, Mark A.; Jones, Janice L.; Leydecker, Al; Melack, John",,"McPhee-Shaw, Erika E. (California State University Los Angeles); Siegel, David A. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Brzezinski, Mark A. (University of California, Santa Barbara); Jones, Janice L. (University of California, Santa Barbara); Leydecker, Al (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara)",62,11,,5.08,http://onlinelibrary.wiley.com/doi/10.4319/lo.2007.52.5.1748/pdf,https://app.dimensions.ai/details/publication/pub.1040253171,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
95,100,pub.1030716884,10.1016/j.rse.2007.02.024,,,Characterizing patterns of plant distribution in a southern California salt marsh using remotely sensed topographic and hyperspectral data and local tidal fluctuations,Remote Sensing of Environment,,,2007-09,2007,110,2,226-239,Closed,Article,"Sadro, Steven; Gastil-Buhl, Mary; Melack, John","Sadro, Steven","Sadro, Steven (University of California, Santa Barbara); Gastil-Buhl, Mary (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara)",57,14,,7.45,,https://app.dimensions.ai/details/publication/pub.1030716884,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
96,100,pub.1009963229,10.1029/2007gl030156,,,Modeling large‐scale inundation of Amazonian seasonally flooded wetlands,Geophysical Research Letters,,,2007-08,2007,34,15,,"All OA; Green, Published",Article,"Wilson, Matthew; Bates, Paul; Alsdorf, Doug; Forsberg, Bruce; Horritt, Matthew; Melack, John; Frappart, Frédéric; Famiglietti, James",,"Wilson, Matthew (University of Exeter); Bates, Paul (University of Bristol); Alsdorf, Doug (The Ohio State University); Forsberg, Bruce (); Horritt, Matthew (); Melack, John (University of California, Santa Barbara); Frappart, Frédéric (University of California, Irvine); Famiglietti, James (University of California, Irvine)",130,21,,20.98,https://escholarship.org/content/qt3t58v454/qt3t58v454.pdf?t=n0u9i6,https://app.dimensions.ai/details/publication/pub.1009963229,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
97,100,pub.1028009091,10.1007/s10533-007-9112-4,,,Mineralization responses at near-zero temperatures in three alpine soils,Biogeochemistry,,,2007-07,2007,84,3,233-245,Closed,Article,"Miller, Amy E.; Schimel, Joshua P.; Sickman, James O.; Meixner, Thomas; Doyle, Allen P.; Melack, John M.","Miller, Amy E.","Miller, Amy E. (University of California, Santa Barbara; Institute of Arctic and Alpine Research; National Park Service); Schimel, Joshua P. (University of California, Santa Barbara); Sickman, James O. (University of California, Riverside); Meixner, Thomas (University of Arizona); Doyle, Allen P. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",37,4,,3.66,,https://app.dimensions.ai/details/publication/pub.1028009091,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
98,100,pub.1037778151,10.1029/2007gl029447,,,Spatial and temporal complexity of the Amazon flood measured from space,Geophysical Research Letters,,,2007-04,2007,34,8,,All OA; Gold,Article,"Alsdorf, Doug; Bates, Paul; Melack, John; Wilson, Matt; Dunne, Thomas",,"Alsdorf, Doug (The Ohio State University); Bates, Paul (University of Bristol); Melack, John (University of California, Santa Barbara); Wilson, Matt (University of Exeter); Dunne, Thomas (University of California, Santa Barbara)",110,14,,10.47,http://onlinelibrary.wiley.com/doi/10.1029/2007GL029447/pdf,https://app.dimensions.ai/details/publication/pub.1037778151,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
99,200,pub.1029582585,10.1007/s10750-006-0287-9,,,Preface,Hydrobiologia,,,2007-02,2007,576,1,1-1,Closed,Article,"Melack, John M.","Melack, John M.","Melack, John M. (University of California, Santa Barbara)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1029582585,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
100,100,pub.1029215887,10.1007/s10021-006-9013-8,,,Plumbing the Global Carbon Cycle: Integrating Inland Waters into the Terrestrial Carbon Budget,Ecosystems,,,2007-02,2007,10,1,172-185,"All OA; Green, Accepted & Submitted",Article,"Cole, J. J.; Prairie, Y. T.; Caraco, N. F.; McDowell, W. H.; Tranvik, L. J.; Striegl, R. G.; Duarte, C. M.; Kortelainen, P.; Downing, J. A.; Middelburg, J. J.; Melack, J.","Cole, J. J.","Cole, J. J. (Cary Institute of Ecosystem Studies); Prairie, Y. T. (University of Quebec at Montreal); Caraco, N. F. (Cary Institute of Ecosystem Studies); McDowell, W. H. (University of New Hampshire); Tranvik, L. J. (Uppsala University); Striegl, R. G. (United States Geological Survey); Duarte, C. M. (); Kortelainen, P. (Finnish Environment Institute); Downing, J. A. (Iowa State University); Middelburg, J. J. (Netherlands Institute of Ecology); Melack, J. (University of California, Santa Barbara)",1743,437,,145.61,http://www.ecostudies.org/reprints/Cole_et_al_Ecosystems_2007.pdf,https://app.dimensions.ai/details/publication/pub.1029215887,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
101,100,pub.1009439066,10.1029/2007gl029479,,,Methane release below a tropical hydroelectric dam,Geophysical Research Letters,,,2007,2007,34,12,,All OA; Gold,Article,"Kemenes, Alexandre; Forsberg, Bruce Rider; Melack, John Michael",,"Kemenes, Alexandre (National Institute of Amazonian Research); Forsberg, Bruce Rider (National Institute of Amazonian Research); Melack, John Michael (University of California, Santa Barbara)",174,67,,19.57,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GL029479,https://app.dimensions.ai/details/publication/pub.1009439066,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
102,100,pub.1038410676,10.1007/s10201-006-0179-8,,,Seasonal changes in chlorophyll distributions in Amazon floodplain lakes derived from MODIS images,Limnology,,,2006-12,2006,7,3,153-161,Closed,Article,"de Moraes Novo, Evlyn Márcia Leão; de Farias Barbosa, Cláudio Clemente; de Freitas, Ramon Moraes; Shimabukuro, Yosio Edimir; Melack, John M.; Filho, Waterloo Pereira","de Moraes Novo, Evlyn Márcia Leão","de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research); de Farias Barbosa, Cláudio Clemente (National Institute for Space Research); de Freitas, Ramon Moraes (National Institute for Space Research); Shimabukuro, Yosio Edimir (National Institute for Space Research); Melack, John M. (); Filho, Waterloo Pereira (Federal University of Santa Maria)",36,4,,4.22,,https://app.dimensions.ai/details/publication/pub.1038410676,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
103,100,pub.1047906004,10.4319/lo.2006.51.5.2388,,,"The global abundance and size distribution of lakes, ponds, and impoundments",Limnology and Oceanography,,,2006-09,2006,51,5,2388-2397,All OA; Gold,Article,"Downing, J. A.; Prairie, Y. T.; Cole, J. J.; Duarte, C. M.; Tranvik, L. J.; Striegl, R. G.; McDowell, W. H.; Kortelainen, P.; Caraco, N. F.; Melack, J. M.; Middelburg, J. J.",,"Downing, J. A. (Iowa State University); Prairie, Y. T. (University of Quebec at Montreal); Cole, J. J. (Cary Institute of Ecosystem Studies); Duarte, C. M. (); Tranvik, L. J. (); Striegl, R. G. (United States Geological Survey); McDowell, W. H. (University of New Hampshire); Kortelainen, P. (Finnish Environment Institute); Caraco, N. F. (Cary Institute of Ecosystem Studies); Melack, J. M. (University of California, Santa Barbara); Middelburg, J. J. (Netherlands Institute of Ecology)",846,178,,101.06,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2006.51.5.2388,https://app.dimensions.ai/details/publication/pub.1047906004,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
104,100,pub.1000480401,10.1007/s10533-005-1391-z,,,"Decadal-scale Dynamics of Water, Carbon and Nitrogen in a California Chaparral Ecosystem: DAYCENT Modeling Results",Biogeochemistry,,,2006-02,2006,77,2,217-245,"All OA; Green, Accepted & Submitted",Article,"Li, Xuyong; Meixner, Thomas; Sickman, James O.; Miller, Amy E.; Schimel, Joshua P.; Melack, John M.","Li, Xuyong","Li, Xuyong (University of California, Riverside; Smithsonian Environmental Research Center); Meixner, Thomas (University of California, Riverside; University of Arizona); Sickman, James O. (University of Florida); Miller, Amy E. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",31,5,,3.7,https://repository.si.edu/bitstream/handle/10088/17936/serc_Li_etal_2006_Biogeochemistry_77_217_245.pdf,https://app.dimensions.ai/details/publication/pub.1000480401,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
105,100,pub.1047604083,10.1016/j.soilbio.2005.03.021,,,Episodic rewetting enhances carbon and nitrogen release from chaparral soils,Soil Biology and Biochemistry,,,2005-12,2005,37,12,2195-2204,Closed,Article,"Miller, Amy E.; Schimel, Joshua P.; Meixner, Thomas; Sickman, James O.; Melack, John M.","Miller, Amy E.","Miller, Amy E. (University of California, Santa Barbara); Schimel, Joshua P. (University of California, Santa Barbara); Meixner, Thomas (University of Arizona); Sickman, James O. (University of Florida); Melack, John M. (University of California, Santa Barbara)",199,34,,17.27,,https://app.dimensions.ai/details/publication/pub.1047604083,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
106,200,pub.1093110627,10.1080/03680770.2005.11902844,,,Episodic variations in nutrient concentrations in coastal Californian streams,SIL Proceedings 1922-2010,,,2005-09,2005,29,2,1049-1053,Closed,Article,"Melack, John M.; Leydecker, A.",,"Melack, John M. (); Leydecker, A. ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1093110627,,,,,,
