,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jian Cheng Shi. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
225,100,pub.1012939387,10.1007/s11430-012-4444-x,,,Progresses on microwave remote sensing of land surface parameters,Science China Earth Sciences,,,2012-07,2012,55,7,1052-1078,Closed,Article,"Shi, JianCheng; Du, Yang; Du, JinYang; Jiang, LingMei; Chai, LinNa; Mao, KeBiao; Xu, Peng; Ni, WenJian; Xiong, Chuan; Liu, Qiang; Liu, ChenZhou; Guo, Peng; Cui, Qian; Li, YunQing; Chen, Jing; Wang, AnQi; Luo, HeJia; Wang, YinHui","Shi, JianCheng","Shi, JianCheng (State Key Laboratory of Remote Sensing Science); Du, Yang (Zhejiang University); Du, JinYang (State Key Laboratory of Remote Sensing Science); Jiang, LingMei (State Key Laboratory of Remote Sensing Science); Chai, LinNa (State Key Laboratory of Remote Sensing Science); Mao, KeBiao (Institute of Agricultural Resources and Regional Planning); Xu, Peng (Wuhan University); Ni, WenJian (State Key Laboratory of Remote Sensing Science); Xiong, Chuan (State Key Laboratory of Remote Sensing Science); Liu, Qiang (State Key Laboratory of Remote Sensing Science); Liu, ChenZhou (State Key Laboratory of Remote Sensing Science); Guo, Peng (State Key Laboratory of Remote Sensing Science); Cui, Qian (State Key Laboratory of Remote Sensing Science); Li, YunQing (State Key Laboratory of Remote Sensing Science); Chen, Jing (Wuhan University); Wang, AnQi (Capital Normal University); Luo, HeJia (Zhejiang University); Wang, YinHui (Zhejiang University)",32,8,,,,https://app.dimensions.ai/details/publication/pub.1012939387,04 Earth Sciences,04 Earth Sciences,,,,
226,100,pub.1093432980,10.1109/rsete.2012.6260727,,,Soil Moisture Variations Monitoring Using New Microwave Soil Moisture Index (MSMI),,"2012 2nd International Conference on Remote Sensing, Environment and Transportation Engineering",,2012-06,2012,1,,1-5,Closed,Proceeding,"Liu, L. S.; Shi, J. C.",,"Liu, L. S. (State Key Laboratory of Remote Sensing Science); Shi, J. C. (State Key Laboratory of Remote Sensing Science; University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093432980,09 Engineering; 0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
227,100,pub.1032313920,10.1080/01431161.2011.620032,,,A soil moisture assimilation scheme based on the microwave Land Emissivity Model and the Community Land Model,International Journal of Remote Sensing,,,2012-05-10,2012,33,9,2770-2797,Closed,Article,"Zhang, Shenglei; Shi, Jiancheng; Dou, Youjun",,"Zhang, Shenglei (State Key Laboratory of Remote Sensing Science); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science); Dou, Youjun (State Key Laboratory of Remote Sensing Science)",15,3,,2.88,,https://app.dimensions.ai/details/publication/pub.1032313920,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering
228,100,pub.1040197661,10.1080/01431161.2011.577835,,,Evaluation of emission from snow-covered ground for passive microwave remote sensing,International Journal of Remote Sensing,,,2012-02-10,2012,33,3,872-886,Closed,Article,"Jiang, Lingmei; Tjuatja, Saibun; Shi, Jiancheng; Zhang, Lixin; Zhao, Kaiguang",,"Jiang, Lingmei (Beijing Normal University); Tjuatja, Saibun (The University of Texas at Arlington); Shi, Jiancheng (University of California, Santa Barbara); Zhang, Lixin (Beijing Normal University); Zhao, Kaiguang (Duke University)",3,1,,0.5,,https://app.dimensions.ai/details/publication/pub.1040197661,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
229,100,pub.1029479119,10.5772/32090,,,Satellite-Based Snow Cover Analysis and the Snow Water Equivalent Retrieval Perspective over China,,Remote Sensing of Planet Earth,,2012-01-27,2012,,,,All OA; Gold,Chapter,"Qiu, Yubao; Guo, Huadong; Shi, Jiancheng; Lemmetyinen, Juha",,"Qiu, Yubao (); Guo, Huadong (); Shi, Jiancheng (); Lemmetyinen, Juha ()",0,0,,,https://www.intechopen.com/chapter/pdf-download/27093,https://app.dimensions.ai/details/publication/pub.1029479119,,,,,,
230,100,pub.1027946908,10.2208/jscejhe.68.i_601,,,"VALIDATION OF MULTI-POLARIZATION SAR ALGORITHM FOR SOIL MOISTURE IN PADDY FIELD, CAMBODIA",Journal of Japan Society of Civil Engineers Ser B1 (Hydraulic Engineering),,,2012,2012,68,4,i_601,All OA; Gold,Article,"Kentaro, AIDA; KOIKE, Toshio; Jiancheng, SHI",,"Kentaro, AIDA (); KOIKE, Toshio (); Jiancheng, SHI ()",1,0,,0.17,https://www.jstage.jst.go.jp/article/jscejhe/68/4/68_101/_pdf,https://app.dimensions.ai/details/publication/pub.1027946908,09 Engineering; 0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0907 Environmental Engineering,09 Engineering,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
231,100,pub.1039343145,10.1080/01431161.2011.591844,,,Evaluation of terrain effect on microwave radiometer measurement and its correction,International Journal of Remote Sensing,,,2011-12-20,2011,32,24,8899-8913,Closed,Article,"Guo, Ying; Shi, Jiancheng; Du, Jinyang; Fu, Xiuli",,"Guo, Ying (State Key Laboratory of Remote Sensing Science; Institute of Genetics and Developmental Biology; Chinese Academy of Sciences); Shi, Jiancheng (State Key Laboratory of Remote Sensing Science; University of California, Santa Barbara); Du, Jinyang (State Key Laboratory of Remote Sensing Science); Fu, Xiuli (State Key Laboratory of Remote Sensing Science)",4,2,,0.89,,https://app.dimensions.ai/details/publication/pub.1039343145,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
232,200,pub.1053403167,10.1117/12.901987,,,Estimation of sub-pixel water area on Tibet plateau using multiple endmembers spectral mixture spectral analysis from MODIS data,Proceedings of SPIE,"MIPPR 2011: Remote Sensing Image Processing, Geographic Information Systems, and Other Applications",,2011-11-20,2011,8006,,80061t-80061t-7,Closed,Proceeding,"Cui, Qian; Shi, Jiancheng; Xu, Yuanliu",,"Cui, Qian (); Shi, Jiancheng (); Xu, Yuanliu (Institute of Remote Sensing and Digital Earth)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1053403167,,,,,,
233,100,pub.1095360284,10.1109/igarss.2011.6048889,,,EXPERIMENTS OF SATELLITE DATA SIMULATION BASED ON THE COMMUNITY LAND MODEL AND SCE-UA ALGORITHM,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,1,,28-31,Closed,Proceeding,"Zhang, Shenglei; Shi, Jiancheng; Dou, Youjun; Yin, Xiaojun; Li, Liying; Liu, Chenzhou",,"Zhang, Shenglei (); Shi, Jiancheng (); Dou, Youjun (); Yin, Xiaojun (); Li, Liying (); Liu, Chenzhou ()",1,0,,0.39,,https://app.dimensions.ai/details/publication/pub.1095360284,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
234,100,pub.1095203677,10.1109/igarss.2011.6050074,,,ANALYSIS OF THE PASSIVE MICROWAVE HIGH-FREQUENCY SIGNAL IN THE SHALLOW SNOW RETRIEVAL,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,1,,3863-3366,Closed,Proceeding,"Qiu, Yubao; Guo, Huadong; Shi, Jiancheng; Kang, Shichang; Lemmetyinen, Juha; Wang, James R.",,"Qiu, Yubao (); Guo, Huadong (); Shi, Jiancheng (); Kang, Shichang (); Lemmetyinen, Juha (); Wang, James R. ()",2,0,,0.74,,https://app.dimensions.ai/details/publication/pub.1095203677,1005 Communications Technologies; 10 Technology,1005 Communications Technologies,10 Technology,,,
235,100,pub.1094287845,10.1109/igarss.2011.6049249,,,ESTIMATING VEGETATION WATER CONTENT DURING A GROWING SEASON OF COTTON,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,,,791-794,Closed,Proceeding,"Zhao, Tianjie; Zhang, Lixin; Bindlish, Rajat; Shi, Jiancheng; Jiang, Lingmei; Li, Yunqing; Zhao, Shaojie; Zhang, Tao; Li, Xinxin",,"Zhao, Tianjie (Institute of Remote Sensing and Digital Earth; Beijing Normal University; Agricultural Research Service); Zhang, Lixin (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Bindlish, Rajat (Agricultural Research Service); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth; University of California, Santa Barbara); Jiang, Lingmei (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Li, Yunqing (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Zhao, Shaojie (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Zhang, Tao (Institute of Remote Sensing and Digital Earth; Beijing Normal University); Li, Xinxin (Institute of Remote Sensing and Digital Earth; Beijing Normal University)",3,0,,0.5,,https://app.dimensions.ai/details/publication/pub.1094287845,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
236,100,pub.1094091663,10.1109/igarss.2011.6050024,,,WATER VAPOR RETRIEVAL OVER CLOUD COVER AREA ON LAND,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,1,,3684-3687,Closed,Proceeding,"Ji, Dabin; Shi, Jiancheng; Zhang, Shenglei",,"Ji, Dabin (); Shi, Jiancheng (); Zhang, Shenglei ()",1,0,,0.1,,https://app.dimensions.ai/details/publication/pub.1094091663,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
237,100,pub.1093653164,10.1109/igarss.2011.6049507,,,ASSESSMENT OF BOREAL FOREST BIOMASS USING L-BAND RADIOMETER SMOS DATA,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,1,,1946-1949,Closed,Proceeding,"Zhang, Ning; Shi, Jiancheng; Sun, Guoqing; Guo, Zhifeng; Chai, Linna",,"Zhang, Ning (Chinese Academy of Sciences; Institute of Remote Sensing and Digital Earth); Shi, Jiancheng (Chinese Academy of Sciences; University of California, Santa Barbara); Sun, Guoqing (Chinese Academy of Sciences; University of Maryland, College Park); Guo, Zhifeng (Chinese Academy of Sciences; Institute of Remote Sensing and Digital Earth); Chai, Linna (Chinese Academy of Sciences; Beijing Normal University)",3,1,,0.51,,https://app.dimensions.ai/details/publication/pub.1093653164,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
238,100,pub.1093485239,10.1109/igarss.2011.6049705,,,EVALUATION OF SMAP LEVEL 2 SOIL MOISTURE ALGORITHMS USING SMOS DATA*The SMAP mission has not been formally approved by NASA. The decision to proceed with the mission will not occur until the completion of the National Environmental Policy Act (NEPA) process. Discussions in this paper related to SMAP are being made available for information purposes only.,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,1,,2444-2447,"All OA; Green, Accepted & Submitted",Proceeding,"Bindlish, Rajat; Jackson, Thomas J.; Zhao, Tianjie; Cosh, Michael; Chan, Steven; O'Neill, Peggy; Njoku, Eni; Colliander, Andreas; Kerr, Yann; Shi, J. C.",,"Bindlish, Rajat (Agricultural Research Service); Jackson, Thomas J. (Agricultural Research Service); Zhao, Tianjie (Agricultural Research Service); Cosh, Michael (Agricultural Research Service); Chan, Steven (Jet Propulsion Lab); O'Neill, Peggy (Goddard Space Flight Center); Njoku, Eni (Jet Propulsion Lab); Colliander, Andreas (Jet Propulsion Lab); Kerr, Yann (Center for the Study of the Biosphere from Space); Shi, J. C. (University of California, Santa Barbara)",2,1,,0.33,http://hdl.handle.net/2060/20110011762,https://app.dimensions.ai/details/publication/pub.1093485239,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
239,100,pub.1093438191,10.1109/igarss.2011.6049878,,,AN IMPROVED APPROACH FOR RETRIEVING SOIL MOISTURE AND SURFACE ROUGHNESS FROM PASSIVE MICROWAVE OBSERVATION,,2011 IEEE International Geoscience and Remote Sensing Symposium,,2011-07,2011,1,,3117-3120,Closed,Proceeding,"Liu, Qiang; Shi, Jiancheng; Zhang, Shenglei",,"Liu, Qiang (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science; Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science); Zhang, Shenglei (Institute of Remote Sensing and Digital Earth; State Key Laboratory of Remote Sensing Science)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1093438191,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
240,100,pub.1095618318,10.1109/rsete.2011.5964782,,,Reconstruction and validation of SCA from spectral mixture analysis,,"2011 International Conference on Remote Sensing, Environment and Transportation Engineering",,2011-06,2011,,,2346-2349,Closed,Proceeding,"Yin, Xiaojun; Shi, Jiancheng; Du, Jinyang",,"Yin, Xiaojun (Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Du, Jinyang (Chinese Academy of Sciences)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1095618318,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
241,100,pub.1093472754,10.1109/rsete.2011.5964895,,,Validation of SCA from MOD10A1 and MODSCAG,,"2011 International Conference on Remote Sensing, Environment and Transportation Engineering",,2011-06,2011,,,2795-2798,Closed,Proceeding,"Yin, Xiaojun; Shi, Jiancheng; Du, Jinyang",,"Yin, Xiaojun (Chinese Academy of Sciences); Shi, Jiancheng (Chinese Academy of Sciences); Du, Jinyang (Chinese Academy of Sciences)",1,1,,0.32,,https://app.dimensions.ai/details/publication/pub.1093472754,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
242,100,pub.1061611618,10.1109/tgrs.2010.2075935,,,Evaluating an Improved Parameterization of the Soil Emission in L-MEB,IEEE Transactions on Geoscience and Remote Sensing,,,2011-04,2011,49,4,1177-1189,Closed,Article,"Wigneron, Jean-Pierre; Chanzy, André; Kerr, Yann H.; Lawrence, Heather; Shi, Jiancheng; Escorihuela, Maria Jose; Mironov, Valery; Mialon, Arnaud; Demontoux, François; de Rosnay, Patricia; Saleh-Contell, Kauzar",,"Wigneron, Jean-Pierre (National Higher School of Aeronautics and Space; French National Institute for Agricultural Research); Chanzy, André (); Kerr, Yann H. (Center for the Study of the Biosphere from Space); Lawrence, Heather (University of Cambridge; French National Institute for Agricultural Research; Laboratoire de l'Integration du Materiau au Systeme); Shi, Jiancheng (Lanzhou University; University of California, Santa Barbara); Escorihuela, Maria Jose (Polytechnic University of Catalonia); Mironov, Valery (Tomsk State University; Institute of Physics); Mialon, Arnaud (Joseph Fourier University; Center for the Study of the Biosphere from Space); Demontoux, François (University of Bordeaux; Laboratoire de l'Integration du Materiau au Systeme); de Rosnay, Patricia (Sorbonne University; European Centre for Medium-Range Weather Forecasts); Saleh-Contell, Kauzar (Centre for Industrial Technological Development; Center for the Study of the Biosphere from Space)",79,11,,16.81,,https://app.dimensions.ai/details/publication/pub.1061611618,09 Engineering; 0909 Geomatic Engineering; 0906 Electrical and Electronic Engineering; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0906 Electrical and Electronic Engineering,04 Earth Sciences,0404 Geophysics
243,100,pub.1061359130,10.1109/lgrs.2010.2076345,,,Estimation of Snow Water Equivalence Using the Polarimetric Scanning Radiometer from the Cold Land Processes Experiments (CLPX03),IEEE Geoscience and Remote Sensing Letters,,,2011-03,2011,8,2,359-363,Closed,Article,"Jiang, Lingmei; Shi, Jiancheng; Tjuatja, Saibun; Chen, Kun Shan; Du, Jinyang; Zhang, Lixin",,"Jiang, Lingmei (Chinese Academy of Sciences; Beijing Normal University); Shi, Jiancheng (University of California, Santa Barbara); Tjuatja, Saibun (The University of Texas at Arlington); Chen, Kun Shan (National Central University); Du, Jinyang (); Zhang, Lixin (Chinese Academy of Sciences; Beijing Normal University)",13,5,,2.14,,https://app.dimensions.ai/details/publication/pub.1061359130,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
244,100,pub.1026949236,10.1007/s11430-010-4074-0,,,The development of an algorithm to enhance and match the resolution of satellite measurements from AMSR-E,Science China Earth Sciences,,,2011-03,2011,54,3,410-419,Closed,Article,"Wang, YongQian; Shi, JianCheng; Jiang, LingMei; Du, JinYang; Tian, BangSen","Wang, YongQian","Wang, YongQian (State Key Laboratory of Remote Sensing Science; University of Chinese Academy of Sciences; Chengdu University of Information Technology); Shi, JianCheng (State Key Laboratory of Remote Sensing Science); Jiang, LingMei (Beijing Normal University); Du, JinYang (State Key Laboratory of Remote Sensing Science); Tian, BangSen (University of Chinese Academy of Sciences; Institute of Remote Sensing and Digital Earth)",11,2,,,,https://app.dimensions.ai/details/publication/pub.1026949236,04 Earth Sciences,04 Earth Sciences,,,,
245,200,pub.1070905614,10.2528/pier10112102,,,ELECTROMAGNETIC SCATTERING FROM A CORN CANOPY AT L AND C BANDS,Progress In Electromagnetics Research,,,2011,2011,114,,33-49,All OA; Gold,Article,"Du, Yang; Yan, Wen-Zhe; Shi, Jian-Cheng; Li, Zengyuan; Chen, Er-Xue",,"Du, Yang (); Yan, Wen-Zhe (); Shi, Jian-Cheng (); Li, Zengyuan (); Chen, Er-Xue ()",1,1,,0.32,http://www.jpier.org/PIER/pier114/03.10112102.pdf,https://app.dimensions.ai/details/publication/pub.1070905614,10 Technology; 1005 Communications Technologies; 09 Engineering; 0906 Electrical and Electronic Engineering,10 Technology,1005 Communications Technologies,09 Engineering,0906 Electrical and Electronic Engineering,
246,100,pub.1039514852,10.1029/2011jd015921,,,Improving land surface temperature modeling for dry land of China,Journal of Geophysical Research,,,2011,2011,116,D20,,All OA; Gold,Article,"Chen, Yingying; Yang, Kun; He, Jie; Qin, Jun; Shi, Jiancheng; Du, Jinyang; He, Qing",,"Chen, Yingying (Chinese Academy of Sciences; Institute of Remote Sensing and Digital Earth); Yang, Kun (Chinese Academy of Sciences); He, Jie (Chinese Academy of Sciences); Qin, Jun (Chinese Academy of Sciences); Shi, Jiancheng (Institute of Remote Sensing and Digital Earth); Du, Jinyang (Institute of Remote Sensing and Digital Earth); He, Qing ()",222,99,,22.61,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2011JD015921,https://app.dimensions.ai/details/publication/pub.1039514852,04 Earth Sciences; 0401 Atmospheric Sciences,04 Earth Sciences,0401 Atmospheric Sciences,,,
