,"""About the data: Exported on Dec 04, 2019. Criteria: Researcher is Jacob N Israelachvili. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,400,pub.1056156354,10.1021/la301783q,22779923,,Friction and adhesion of gecko-inspired PDMS flaps on rough surfaces.,Langmuir,,,8/7/12,2012,28,31,11527-34,Closed,Article,"Yu, Jing; Chary, Sathya; Das, Saurabh; Tamelier, John; Turner, Kimberly L.; Israelachvili, Jacob N.",,"Yu, Jing (University of California, Santa Barbara); Chary, Sathya (University of California, Santa Barbara); Das, Saurabh (University of California, Santa Barbara); Tamelier, John (University of California, Santa Barbara); Turner, Kimberly L. (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",40,10,1.6,5.41,,https://app.dimensions.ai/details/publication/pub.1056156354,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
117,400,pub.1011987734,10.1016/j.bbamem.2011.10.015,22047743,PMC3273667,Adhesion and hemifusion of cytoplasmic myelin lipid membranes are highly dependent on the lipid composition,Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism,,"Animals; Calcium; Encephalomyelitis, Autoimmune, Experimental; Hydrophobic and Hydrophilic Interactions; Lipid Bilayers; Mice; Models, Biological; Models, Chemical; Myelin Sheath; Swine",2012-03,2012,1818,3,402-410,All OA; Gold,Article,"Banquy, Xavier; Kristiansen, Kai; Lee, Dong Woog; Israelachvili, Jacob N.","Israelachvili, Jacob N.","Banquy, Xavier (University of California, Santa Barbara); Kristiansen, Kai (University of California, Santa Barbara); Lee, Dong Woog (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",19,3,0.83,,https://doi.org/10.1016/j.bbamem.2011.10.015,https://app.dimensions.ai/details/publication/pub.1011987734,02 Physical Sciences; 06 Biological Sciences,02 Physical Sciences,06 Biological Sciences,,,
118,400,pub.1056155285,10.1021/la203851w,22148857,,The boundary lubrication of chemically grafted and cross-linked hyaluronic acid in phosphate buffered saline and lipid solutions measured by the surface forces apparatus.,Langmuir,,Aluminum Silicates; Buffers; Friction; Hyaluronic Acid; Phosphates; Phosphatidylcholines; Solutions; Surface Properties; Synovial Fluid,1/31/12,2012,28,4,2244-50,Closed,Article,"Yu, Jing; Banquy, Xavier; Greene, George W.; Lowrey, Daniel D.; Israelachvili, Jacob N.",,"Yu, Jing (University of California, Santa Barbara); Banquy, Xavier (University of California, Santa Barbara); Greene, George W. (University of California, Santa Barbara); Lowrey, Daniel D. (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",40,7,2.41,7.12,,https://app.dimensions.ai/details/publication/pub.1056155285,09 Engineering; 03 Chemical Sciences; 0903 Biomedical Engineering; 0306 Physical Chemistry (incl. Structural),09 Engineering,03 Chemical Sciences,0903 Biomedical Engineering,0306 Physical Chemistry (incl. Structural),
119,400,pub.1047131688,10.1021/ja209653n,22176530,,"Hydrophobic forces, electrostatic steering, and acid-base bridging between atomically smooth self-assembled monolayers and end-functionalized PEGolated lipid bilayers.",Journal of the American Chemical Society,,Gold; Hydrogen-Ion Concentration; Hydrophobic and Hydrophilic Interactions; Lipid Bilayers; Polyethylene Glycols; Static Electricity; Surface Properties,1/25/12,2012,134,3,1746-53,Closed,Article,"Valtiner, Markus; Donaldson, Stephen H.; Gebbie, Matthew A.; Israelachvili, Jacob N.",,"Valtiner, Markus (University of California, Santa Barbara); Donaldson, Stephen H. (University of California, Santa Barbara); Gebbie, Matthew A. (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",23,2,1.12,2.83,,https://app.dimensions.ai/details/publication/pub.1047131688,0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0303 Macromolecular and Materials Chemistry,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,
120,400,pub.1004455072,10.1016/j.bpj.2011.11.4007,22225798,PMC3250676,Lipid-Protein Interactions Alter Line Tensions and Domain Size Distributions in Lung Surfactant Monolayers,Biophysical Journal,,"Computer Simulation; Humans; Lipids; Lung; Models, Chemical; Protein Structure, Tertiary; Proteins; Pulmonary Surfactant-Associated Protein B; Surface Properties; Surface-Active Agents",2012-01,2012,102,1,56-65,All OA; Gold,Article,"Dhar, Prajnaparamita; Eck, Elizabeth; Israelachvili, Jacob N.; Lee, Dong Woog; Min, Younjin; Ramachandran, Arun; Waring, Alan J.; Zasadzinski, Joseph A.","Dhar, Prajnaparamita","Dhar, Prajnaparamita (University of Kansas); Eck, Elizabeth (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara); Lee, Dong Woog (University of California, Santa Barbara); Min, Younjin (Massachusetts Institute of Technology); Ramachandran, Arun (University of Toronto); Waring, Alan J. (University of California Los Angeles); Zasadzinski, Joseph A. (University of Minnesota)",23,7,1.34,,https://doi.org/10.1016/j.bpj.2011.11.4007,https://app.dimensions.ai/details/publication/pub.1004455072,02 Physical Sciences; 03 Chemical Sciences; 06 Biological Sciences,02 Physical Sciences,03 Chemical Sciences,06 Biological Sciences,,
121,200,pub.1040521613,10.1016/j.bpj.2011.11.454,,,Adsorption and Rheological Properties of Myelin Basic Protein and Effects On the Interaction Forces Between Myelin Bilayers,Biophysical Journal,,,2012-01,2012,102,3,78a,All OA; Gold,Article,"Lee, Dong Woog; Banquy, Xavier; Kristiansen, Kai; Israelachvili, Jacob N.",,"Lee, Dong Woog (University of California, Santa Barbara); Banquy, Xavier (University of California, Santa Barbara); Kristiansen, Kai (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",0,0,,,https://doi.org/10.1016/j.bpj.2011.11.454,https://app.dimensions.ai/details/publication/pub.1040521613,02 Physical Sciences; 03 Chemical Sciences; 06 Biological Sciences,02 Physical Sciences,03 Chemical Sciences,06 Biological Sciences,,
122,200,pub.1015023363,10.1016/j.bpj.2011.11.1618,,,Polymer Mediated Interactions Between Myelin Lipid Bilayers,Biophysical Journal,,,2012-01,2012,102,3,292a-293a,All OA; Gold,Article,"Banquy, Xavier; Lee, Dong Woog; Kristianson, Kai; Israelachvili, Jacob N.",,"Banquy, Xavier (University of California, Santa Barbara); Lee, Dong Woog (University of California, Santa Barbara); Kristianson, Kai (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",0,0,,,https://doi.org/10.1016/j.bpj.2011.11.1618,https://app.dimensions.ai/details/publication/pub.1015023363,02 Physical Sciences; 03 Chemical Sciences; 06 Biological Sciences,02 Physical Sciences,03 Chemical Sciences,06 Biological Sciences,,
123,400,pub.1010453897,10.1039/c2sm25173f,23105946,PMC3482130,Adhesion mechanism in a DOPA-deficient foot protein from green mussels,Soft Matter,,,2012,2012,8,20,5640-5648,"All OA; Green, Accepted & Submitted",Article,"Hwang, Dong Soo; Zeng, Hongbo; Lu, Qingye; Israelachvili, Jacob; Waite, J. Herbert",,"Hwang, Dong Soo (Pohang University of Science and Technology; University of California, Santa Barbara); Zeng, Hongbo (University of Alberta); Lu, Qingye (University of Alberta); Israelachvili, Jacob (University of California, Santa Barbara); Waite, J. Herbert (University of California, Santa Barbara)",42,14,1.41,,http://europepmc.org/articles/pmc3482130?pdf=render,https://app.dimensions.ai/details/publication/pub.1010453897,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
124,100,pub.1038834123,10.1039/c2sm26330k,,,Hyaluronic acid –collagen network interactions during the dynamic compression and recovery of cartilage,Soft Matter,,,2012,2012,8,38,9906-9914,Closed,Article,"Greene, George W.; Zappone, Bruno; Banquy, Xavier; Lee, Dong Woog; Söderman, Olle; Topgaard, Daniel; Israelachvili, Jacob N.",,"Greene, George W. (Deakin University; University of California, Santa Barbara); Zappone, Bruno (National Research Council; University of California, Santa Barbara); Banquy, Xavier (University of California, Santa Barbara); Lee, Dong Woog (University of California, Santa Barbara); Söderman, Olle (Lund University); Topgaard, Daniel (Lund University); Israelachvili, Jacob N. (University of California, Santa Barbara)",11,2,,,,https://app.dimensions.ai/details/publication/pub.1038834123,09 Engineering; 02 Physical Sciences; 03 Chemical Sciences,09 Engineering,02 Physical Sciences,03 Chemical Sciences,,
125,100,pub.1032730699,10.1002/adfm.201101478,,,Microtribology of Aqueous Carbon Nanotube Dispersions,Advanced Functional Materials,,,12/6/11,2011,21,23,4555-4564,Closed,Article,"Kristiansen, Kai; Zeng, Hongbo; Wang, Peng; Israelachvili, Jacob N.",,"Kristiansen, Kai (University of California, Santa Barbara); Zeng, Hongbo (University of Alberta); Wang, Peng (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",20,5,,2.69,,https://app.dimensions.ai/details/publication/pub.1032730699,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
126,100,pub.1006442768,10.1016/j.gca.2011.09.019,,,Pressure solution – The importance of the electrochemical surface potentials,Geochimica et Cosmochimica Acta,,,2011-11,2011,75,22,6882-6892,Closed,Article,"Kristiansen, Kai; Valtiner, Markus; Greene, George W.; Boles, James R.; Israelachvili, Jacob N.","Israelachvili, Jacob N.","Kristiansen, Kai (University of California, Santa Barbara); Valtiner, Markus (University of California, Santa Barbara); Greene, George W. (University of California, Santa Barbara); Boles, James R. (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",36,8,,4.19,,https://app.dimensions.ai/details/publication/pub.1006442768,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
127,100,pub.1095107911,10.1109/icsens.2011.6127159,,,Millimeter Size Patch Behavior of Gecko-Inspired Reversible Adhesive,,2011 IEEE SENSORS Proceedings,,2011-10,2011,1,,1819-1822,Closed,Proceeding,"Tamelier, John; Chary, Sathya; Turner, Kimberly; Yu, Jing; Das, Saurabh; Israelachvili, Jacob",,"Tamelier, John (University of California, Santa Barbara); Chary, Sathya (University of California, Santa Barbara); Turner, Kimberly (University of California, Santa Barbara); Yu, Jing (University of California, Santa Barbara); Das, Saurabh (University of California, Santa Barbara); Israelachvili, Jacob (University of California, Santa Barbara)",2,0,,0.44,,https://app.dimensions.ai/details/publication/pub.1095107911,0912 Materials Engineering; 09 Engineering,0912 Materials Engineering,09 Engineering,,,
128,400,pub.1011343312,10.1073/pnas.1112411108,21896718,PMC3179125,General hydrophobic interaction potential for surfactant/lipid bilayers from direct force measurements between light-modulated bilayers,Proceedings of the National Academy of Sciences,,"Adsorption; Algorithms; Hydrophobic and Hydrophilic Interactions; Kinetics; Light; Lipid Bilayers; Models, Chemical; Models, Molecular; Molecular Conformation; Quaternary Ammonium Compounds; Surface Properties; Surface-Active Agents",9/20/11,2011,108,38,15699-15704,All OA; Gold,Article,"Donaldson, Stephen H.; Lee, C. Ted; Chmelka, Bradley F.; Israelachvili, Jacob N.",,"Donaldson, Stephen H. (University of California, Santa Barbara); Lee, C. Ted (University of Southern California); Chmelka, Bradley F. (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",44,13,1.31,5.91,http://www.pnas.org/content/108/38/15699.full.pdf,https://app.dimensions.ai/details/publication/pub.1011343312,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
129,400,pub.1062464770,10.1126/science.1207032,21885778,,Imaging the Microscopic Structure of Shear Thinning and Thickening Colloidal Suspensions,Science,,,9/2/11,2011,333,6047,1276-1279,Closed,Article,"Cheng, Xiang; McCoy, Jonathan H.; Israelachvili, Jacob N.; Cohen, Itai",,"Cheng, Xiang (Cornell University); McCoy, Jonathan H. (Colby College); Israelachvili, Jacob N. (University of California, Santa Barbara); Cohen, Itai (Cornell University)",240,60,6.26,45.66,,https://app.dimensions.ai/details/publication/pub.1062464770,0915 Interdisciplinary Engineering; 09 Engineering; 03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),0915 Interdisciplinary Engineering,09 Engineering,03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),
130,400,pub.1009764809,10.1038/nchembio.630,21804534,PMC3158268,Mussel protein adhesion depends on interprotein thiol-mediated redox modulation,Nature Chemical Biology,,Adhesiveness; Amino Acid Sequence; Animals; Benzoquinones; Bivalvia; Dihydroxyphenylalanine; Molecular Sequence Data; Oxidation-Reduction; Proteins; Sulfhydryl Compounds,2011-09,2011,7,9,588-590,"All OA; Green, Accepted & Submitted",Article,"Yu, Jing; Wei, Wei; Danner, Eric; Ashley, Rebekah K; Israelachvili, Jacob N; Waite, J Herbert","Israelachvili, Jacob N","Yu, Jing (University of California, Santa Barbara); Wei, Wei (University of California, Santa Barbara); Danner, Eric (University of California, Santa Barbara); Ashley, Rebekah K (University of California, Santa Barbara); Israelachvili, Jacob N (University of California, Santa Barbara); Waite, J Herbert (University of California, Santa Barbara)",181,45,6.33,16.55,http://europepmc.org/articles/pmc3158268?pdf=render,https://app.dimensions.ai/details/publication/pub.1009764809,0601 Biochemistry and Cell Biology; 06 Biological Sciences,0601 Biochemistry and Cell Biology,06 Biological Sciences,,,
131,100,pub.1050770729,10.1002/adfm.201100493,,,Gecko‐Inspired Dry Adhesive for Robotic Applications,Advanced Functional Materials,,,8/23/11,2011,21,16,3010-3018,Closed,Article,"Yu, Jing; Chary, Sathya; Das, Saurabh; Tamelier, John; Pesika, Noshir S.; Turner, Kimberly L.; Israelachvili, Jacob N.",,"Yu, Jing (University of California, Santa Barbara); Chary, Sathya (University of California, Santa Barbara); Das, Saurabh (University of California, Santa Barbara); Tamelier, John (University of California, Santa Barbara); Pesika, Noshir S. (Tulane University); Turner, Kimberly L. (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",70,13,,9.4,,https://app.dimensions.ai/details/publication/pub.1050770729,03 Chemical Sciences; 0306 Physical Chemistry (incl. Structural),03 Chemical Sciences,0306 Physical Chemistry (incl. Structural),,,
132,200,pub.1019106414,10.1073/pnas.1107412108,,PMC3158166,Reply to McCutchen: Clarification of hydrodynamic and boundary lubrication mechanisms in joints,Proceedings of the National Academy of Sciences,,,8/16/11,2011,108,33,e462-e462,All OA; Gold,Article,"Greene, George W.; Banquy, Xavier; Lee, Dong Woog; Lowrey, Daniel D.; Yu, Jing; Israelachvili, Jacob N.",,"Greene, George W. (University of California, Santa Barbara); Banquy, Xavier (University of California, Santa Barbara); Lee, Dong Woog (University of California, Santa Barbara); Lowrey, Daniel D. (University of California, Santa Barbara); Yu, Jing (University of California, Santa Barbara); Israelachvili, Jacob N. (University of California, Santa Barbara)",1,1,,,http://www.pnas.org/content/108/33/E462.full.pdf,https://app.dimensions.ai/details/publication/pub.1019106414,,,,,,
133,400,pub.1012214687,10.1146/annurev-matsci-062910-100429,22058660,PMC3207216,Mussel-Inspired Adhesives and Coatings,Annual Review of Materials Research,,,8/4/11,2011,41,1,99-132,"All OA; Green, Accepted & Submitted",Article,"Lee, Bruce P.; Messersmith, P.B.; Israelachvili, J.N.; Waite, J.H.",,"Lee, Bruce P. (Michigan Technological University); Messersmith, P.B. (DSM (United States)); Israelachvili, J.N. (University of California, Santa Barbara); Waite, J.H. ()",707,217,19.7,102.93,http://europepmc.org/articles/pmc3207216?pdf=render,https://app.dimensions.ai/details/publication/pub.1012214687,09 Engineering; 0306 Physical Chemistry (incl. Structural); 0912 Materials Engineering; 0303 Macromolecular and Materials Chemistry; 03 Chemical Sciences,09 Engineering,0306 Physical Chemistry (incl. Structural),0912 Materials Engineering,0303 Macromolecular and Materials Chemistry,03 Chemical Sciences
