,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Oliver A Chadwick. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
165,100,pub.1022597875,10.1016/s0012-821x(99)00090-4,,,Sources of strontium and calcium in desert soil and calcrete,Earth and Planetary Science Letters,,,1999-06,1999,170,1-2,61-72,Closed,Article,"Capo, Rosemary C; Chadwick, Oliver A","Capo, Rosemary C","Capo, Rosemary C (University of Pittsburgh); Chadwick, Oliver A (University of California, Santa Barbara)",112,8,,,,https://app.dimensions.ai/details/publication/pub.1022597875,02 Physical Sciences; 04 Earth Sciences,02 Physical Sciences,04 Earth Sciences,,,
166,100,pub.1025329382,10.1016/s0016-7037(99)00048-4,,,"Distribution, accumulation, and fluxes of soil carbon in four monoculture lysimeters at San Dimas Experimental Forest, California",Geochimica et Cosmochimica Acta,,,1999-05,1999,63,9,1319-1333,Closed,Article,"Feng, Xiahong; Peterson, Jennifer C.; Quideau, Sylvie A.; Virginia, Ross A.; Graham, Robert C.; Sonder, Leslie J.; Chadwick, Oliver A.","Feng, Xiahong","Feng, Xiahong (Dartmouth College); Peterson, Jennifer C. (Dartmouth College); Quideau, Sylvie A. (University of California, Riverside); Virginia, Ross A. (Dartmouth College); Graham, Robert C. (University of California, Riverside); Sonder, Leslie J. (Dartmouth College); Chadwick, Oliver A. (University of California, Santa Barbara)",36,1,,,,https://app.dimensions.ai/details/publication/pub.1025329382,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
167,100,pub.1038472563,10.1038/17276,,,Changing sources of nutrients during four million years of ecosystem development,Nature,,,1999-02,1999,397,6719,491-497,Closed,Article,"Chadwick, O. A.; Derry, L. A.; Vitousek, P. M.; Huebert, B. J.; Hedin, L. O.","Chadwick, O. A.","Chadwick, O. A. (University of California, Santa Barbara); Derry, L. A. (Cornell University); Vitousek, P. M. (Stanford University); Huebert, B. J. (University of Hawaii at Manoa); Hedin, L. O. (Cornell University)",721,78,,,,https://app.dimensions.ai/details/publication/pub.1038472563,06 Biological Sciences; 0503 Soil Sciences; 0602 Ecology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0602 Ecology,05 Environmental Sciences,
168,100,pub.1036255270,10.1016/s0169-555x(98)00089-0,,,"Dating fluvial terraces with 10Be and 26Al profiles: application to the Wind River, Wyoming",Geomorphology,,,1999-02,1999,27,1-2,41-60,Closed,Article,"Hancock, Gregory S.; Anderson, Robert S.; Chadwick, Oliver A.; Finkel, Robert C.","Hancock, Gregory S.","Hancock, Gregory S. (University of California, Santa Cruz); Anderson, Robert S. (University of California, Santa Cruz); Chadwick, Oliver A. (University of California, Santa Barbara); Finkel, Robert C. (Lawrence Livermore National Laboratory)",138,13,,,,https://app.dimensions.ai/details/publication/pub.1036255270,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
169,200,pub.1069048786,10.2136/sssaj1999.03615995006300010024x,,,Structural Charge and Cesium Retention in a Chronosequence of Tephritic Soils,Soil Science Society of America Journal,,,1999,1999,63,1,169,Closed,Article,"Chorover, Jon; DiChiaro, Marnie J.; Chadwick, Oliver A.",,"Chorover, Jon (); DiChiaro, Marnie J. (); Chadwick, Oliver A. ()",33,0,,,,https://app.dimensions.ai/details/publication/pub.1069048786,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
170,100,pub.1033026034,10.1023/a:1005919306687,,,The Effect of Plants on Mineral Weathering,Biogeochemistry,,,1998-08,1998,42,1-2,21-53,Closed,Article,"Kelly, Eugene F.; Chadwick, Oliver A.; Hilinski, Thomas E.",,"Kelly, Eugene F. (Colorado State University); Chadwick, Oliver A. (University of California, Santa Barbara); Hilinski, Thomas E. ()",153,7,,,,https://app.dimensions.ai/details/publication/pub.1033026034,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
171,100,pub.1030158319,10.1016/s0016-7061(97)00142-0,,,Organic carbon sequestration under chaparral and pine after four decades of soil development,Geoderma,,,1998-05,1998,83,3-4,227-242,Closed,Article,"Quideau, S.A.; Graham, R.C.; Chadwick, O.A.; Wood, H.B.","Quideau, S.A.","Quideau, S.A. (University of California, Riverside); Graham, R.C. (University of California, Riverside); Chadwick, O.A. (University of California, Santa Barbara); Wood, H.B. (Pacific Southwest Research Station)",25,2,,,,https://app.dimensions.ai/details/publication/pub.1030158319,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
172,100,pub.1023954434,10.1016/s0016-7061(97)00102-x,,,Strontium isotopes as tracers of ecosystem processes: theory and methods,Geoderma,,,1998-02,1998,82,1-3,197-225,Closed,Article,"Capo, Rosemary C.; Stewart, Brian W.; Chadwick, Oliver A.","Capo, Rosemary C.","Capo, Rosemary C. (University of Pittsburgh); Stewart, Brian W. (University of Pittsburgh); Chadwick, Oliver A. (University of California, Santa Barbara; Jet Propulsion Lab)",429,91,,,,https://app.dimensions.ai/details/publication/pub.1023954434,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
173,100,pub.1020934718,10.1016/s0016-7061(97)00104-3,,,Measurement of soil-water δ18O values by direct equilibration with CO2,Geoderma,,,1998-02,1998,82,1-3,255-268,Closed,Article,"Hsieh, Jean C.C.; Savin, Samuel M.; Kelly, Eugene F.; Chadwick, Oliver A.","Hsieh, Jean C.C.","Hsieh, Jean C.C. (California Institute of Technology); Savin, Samuel M. (Case Western Reserve University); Kelly, Eugene F. (Colorado State University); Chadwick, Oliver A. (University of California, Santa Barbara)",48,2,,,,https://app.dimensions.ai/details/publication/pub.1020934718,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
174,100,pub.1018506042,10.1016/s0016-7061(97)00105-5,,,Oxygen isotopic composition of soil water: Quantifying evaporation and transpiration,Geoderma,,,1998-02,1998,82,1-3,269-293,Closed,Article,"Hsieh, Jean C.C; Chadwick, Oliver A; Kelly, Eugene F; Savin, Samuel M","Hsieh, Jean C.C","Hsieh, Jean C.C (California Institute of Technology); Chadwick, Oliver A (University of California, Santa Barbara); Kelly, Eugene F (Colorado State University); Savin, Samuel M (Case Western Reserve University)",161,24,,,,https://app.dimensions.ai/details/publication/pub.1018506042,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
175,100,pub.1017615043,10.1016/s0016-7061(97)00101-8,,,"Quantitative strontium isotope models for weathering, pedogenesis and biogeochemical cycling",Geoderma,,,1998-02,1998,82,1-3,173-195,Closed,Article,"Stewart, Brian W; Capo, Rosemary C; Chadwick, Oliver A","Stewart, Brian W","Stewart, Brian W (University of Pittsburgh); Capo, Rosemary C (University of Pittsburgh); Chadwick, Oliver A (University of California, Santa Barbara)",71,6,,,,https://app.dimensions.ai/details/publication/pub.1017615043,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
176,100,pub.1039619445,10.1130/0091-7613(1998)026<1015:csobcd>2.3.co;2,,,"Changing sources of base cations during ecosystem development, Hawaiian Islands",Geology,,,1998,1998,26,11,1015-1018,Closed,Article,"Kennedy, M. J.; Chadwick, O. A.; Vitousek, P. M.; Derry, L. A.; Hendricks, D. M.",,"Kennedy, M. J. (University of California Los Angeles); Chadwick, O. A. (University of California, Santa Barbara); Vitousek, P. M. (Stanford University); Derry, L. A. (Cornell University); Hendricks, D. M. (University of Arizona)",125,6,,,,https://app.dimensions.ai/details/publication/pub.1039619445,04 Earth Sciences,04 Earth Sciences,,,,
177,100,pub.1012762434,10.1007/978-94-017-2691-7_2,,,The effect of plants on mineral weathering,,Plant-induced soil changes: Processes and feedbacks,,1998,1998,,,21-53,Closed,Chapter,"Kelly, Eugene F.; Chadwick, Oliver A.; Hilinski, Thomas E.",,"Kelly, Eugene F. (Colorado State University); Chadwick, Oliver A. (University of California, Santa Barbara); Hilinski, Thomas E. (Colorado State University)",84,7,,,,https://app.dimensions.ai/details/publication/pub.1012762434,0602 Ecology; 0503 Soil Sciences; 0607 Plant Biology; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0503 Soil Sciences,0607 Plant Biology,05 Environmental Sciences,06 Biological Sciences
178,100,pub.1016316794,10.1130/0016-7606(1997)109<1453:ccabao>2.3.co;2,,,"Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming",Geological Society of America Bulletin,,,1997-11,1997,109,11,1453-1463,Closed,Article,"Phillips, Fred M.; Zreda, Marek G.; Gosse, John C.; Klein, Jeffrey; Evenson, Edward B.; Hall, Robert D.; Chadwick, Oliver A.; Sharma, Pankaj",,"Phillips, Fred M. (New Mexico Institute of Mining and Technology); Zreda, Marek G. (New Mexico Institute of Mining and Technology); Gosse, John C. (Lehigh University); Klein, Jeffrey (University of Pennsylvania); Evenson, Edward B. (Lehigh University); Hall, Robert D. (Indiana University – Purdue University Indianapolis); Chadwick, Oliver A. (University of California, Santa Barbara); Sharma, Pankaj (Purdue University West Lafayette)",124,6,,,,https://app.dimensions.ai/details/publication/pub.1016316794,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
179,100,pub.1002608598,10.1038/38260,,,Mineral control of soil organic carbon storage and turnover,Nature,,,1997-09,1997,389,6647,170-173,Closed,Article,"Torn, Margaret S.; Trumbore, Susan E.; Chadwick, Oliver A.; Vitousek, Peter M.; Hendricks, David M.","Torn, Margaret S.","Torn, Margaret S. (University of California, Irvine); Trumbore, Susan E. (University of California, Irvine); Chadwick, Oliver A. (University of California, Santa Barbara); Vitousek, Peter M. (Stanford University); Hendricks, David M. (University of Arizona)",795,160,,,,https://app.dimensions.ai/details/publication/pub.1002608598,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0402 Geochemistry,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0402 Geochemistry,
180,100,pub.1023863202,10.1130/0016-7606(1997)109<1443:copgai>2.3.co;2,,,Chronology of Pleistocene glacial advances in the central Rocky Mountains,Geological Society of America Bulletin,,,1997,1997,109,11,1443-1452,Closed,Article,"Chadwick, Oliver A.; Hall, Robert D.; Phillips, Fred M.",,"Chadwick, Oliver A. (University of California, Santa Barbara); Hall, Robert D. (Indiana University – Purdue University Indianapolis); Phillips, Fred M. (New Mexico Institute of Mining and Technology)",60,4,,,,https://app.dimensions.ai/details/publication/pub.1023863202,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
181,100,pub.1049501349,10.1007/bf02179961,,,Base cation biogeochemistry and weathering under oak and pine: a controlled long-term experiment,Biogeochemistry,,,1996-11,1996,35,2,377-398,Closed,Article,"Quideau, S. A.; Chadwick, O. A.; Graham, R. C.; Wood, H. B.",,"Quideau, S. A. (University of California, Riverside); Chadwick, O. A. (University of California, Santa Barbara); Graham, R. C. (University of California, Riverside); Wood, H. B. (Pacific Southwest Research Station)",42,1,,,,https://app.dimensions.ai/details/publication/pub.1049501349,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
182,100,pub.1046686366,10.1029/96je01603,,,"Geomorphic processes and remote sensing signatures of alluvial fans in the Kun Lun Mountains, China",Journal of Geophysical Research,,,1996-10-25,1996,101,E10,23091-23100,Closed,Article,"Farr, Tom G.; Chadwick, Oliver A.",,"Farr, Tom G. (); Chadwick, Oliver A. ()",37,4,,,,https://app.dimensions.ai/details/publication/pub.1046686366,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
183,200,pub.1062552788,10.1126/science.272.5260.393,,,Rapid Exchange Between Soil Carbon and Atmospheric Carbon Dioxide Driven by Temperature Change,Science,,,1996-04-19,1996,272,5260,393-396,"All OA; Green, Accepted & Submitted",Article,"Trumbore, Susan E.; Chadwick, Oliver A.; Amundson, Ronald",,"Trumbore, Susan E. (University of California, Irvine); Chadwick, Oliver A. (University of California, Santa Barbara); Amundson, Ronald (University of California, Berkeley)",508,47,,,https://escholarship.org/content/qt2s47q3jc/qt2s47q3jc.pdf?t=nv531a,https://app.dimensions.ai/details/publication/pub.1062552788,,,,,,
184,100,pub.1029927273,10.1016/0016-7061(95)00063-1,,,"Late Quaternary, redeposited loess-soil developmental sequences, South Yemen",Geoderma,,,1996-03,1996,70,1,21-36,Closed,Article,"Nettleton, W.D.; Chadwick, O.A.",,"Nettleton, W.D. (); Chadwick, O.A. (California Institute of Technology)",25,3,,,,https://app.dimensions.ai/details/publication/pub.1029927273,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
185,100,pub.1043934358,10.1130/0016-7606(1996)108<0379:aisosi>2.3.co;2,,,"An isotopic study of soils in chronological sequences of alluvial deposits, Providence Mountains, California",Geological Society of America Bulletin,,,1996,1996,108,4,379-391,Closed,Article,"Wang, Yang; McDonald, Eric; Amundson, Ronald; McFadden, Leslie; Chadwick, Oliver",,"Wang, Yang (University of California, Berkeley); McDonald, Eric (University of New Mexico); Amundson, Ronald (University of California, Berkeley); McFadden, Leslie (University of New Mexico); Chadwick, Oliver (Jet Propulsion Lab)",63,5,,,,https://app.dimensions.ai/details/publication/pub.1043934358,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
186,100,pub.1010455026,10.1130/0091-7613(1996)024<0023:iefsia>2.3.co;2,,,Isotopic evidence for shifts in atmospheric circulation patterns during the late Quaternary in mid–North America,Geology,,,1996,1996,24,1,23-26,Closed,Article,"Amundson, Ronald; Chadwick, Oliver; Kendall, Carol; Wang, Yang; DeNiro, Michael",,"Amundson, Ronald (University of California, Berkeley); Chadwick, Oliver (California Institute of Technology); Kendall, Carol (United States Geological Survey); Wang, Yang (University of California, Berkeley); DeNiro, Michael (University of California, Santa Barbara)",99,2,,,,https://app.dimensions.ai/details/publication/pub.1010455026,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
187,100,pub.1033677849,10.1016/0016-7061(95)00025-j,,,"Soil polygenesis as a function of Quaternary climate change, northern Great Basin, USA",Geoderma,,,1995-09,1995,68,1-2,1-26,"All OA; Green, Accepted & Submitted",Article,"Chadwick, Oliver A.; Nettleton, Wiley D.; Staidl, George J.",,"Chadwick, Oliver A. (California Institute of Technology); Nettleton, Wiley D. (); Staidl, George J. (Natural Resources Conservation Service)",22,0,,,http://jpltrs.jpl.nasa.gov/1995/95-0421.pdf,https://app.dimensions.ai/details/publication/pub.1033677849,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
188,100,pub.1015927189,10.1016/0016-7061(94)00034-8,,,"Decade-scale changes of soil carbon, nitrogen and exchangeable cations under chaparral and pine",Geoderma,,,1995-02,1995,65,1-2,121-134,"All OA; Green, Accepted & Submitted",Article,"Ulery, A.L.; Graham, R.C.; Chadwick, O.A.; Wood, H.B.","Ulery, A.L.","Ulery, A.L. (); Graham, R.C. (University of California, Riverside); Chadwick, O.A. (Jet Propulsion Lab); Wood, H.B. (Pacific Southwest Research Station)",61,6,,,http://www.ars.usda.gov/SP2UserFiles/Place/53102000/pdf_pubs/P1291.pdf,https://app.dimensions.ai/details/publication/pub.1015927189,06 Biological Sciences; 0503 Soil Sciences; 0602 Ecology; 05 Environmental Sciences,06 Biological Sciences,0503 Soil Sciences,0602 Ecology,05 Environmental Sciences,
189,100,pub.1021910612,10.5408/0022-1368-42.4.316,,,Construction of a Soil Chronosequence Using the Thickness of Pedogenic Carbonate Coatings,Journal of Geoscience Education,,,1994-09,1994,42,4,316-324,All OA; Gold,Article,"Vincent, Kirk R.; Bull, William B.; Chadwick, Oliver A.",,"Vincent, Kirk R. (); Bull, William B. (); Chadwick, Oliver A. ()",26,0,,,http://nagt-jge.org/doi/pdf/10.5408/0022-1368-42.4.316,https://app.dimensions.ai/details/publication/pub.1021910612,1302 Curriculum and Pedagogy; 13 Education,1302 Curriculum and Pedagogy,13 Education,,,
190,100,pub.1023061043,10.1006/qres.1994.1054,,,Isotopic Approach to Soil Carbonate Dynamics and Implications for Paleoclimatic Interpretations,Quaternary Research,,,1994-07,1994,42,1,60-71,"All OA; Green, Accepted & Submitted",Article,"Pendall, Elise G.; Harden, Jennifer W.; Trumbore, Sue E.; Chadwick, Oliver A.",,"Pendall, Elise G. (United States Geological Survey); Harden, Jennifer W. (United States Geological Survey); Trumbore, Sue E. (University of California, Irvine); Chadwick, Oliver A. (Jet Propulsion Lab)",52,2,,,https://escholarship.org/content/qt8b42z95n/qt8b42z95n.pdf?t=oemkw2,https://app.dimensions.ai/details/publication/pub.1023061043,2101 Archaeology; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 21 History and Archaeology; 04 Earth Sciences,2101 Archaeology,0406 Physical Geography and Environmental Geoscience,0403 Geology,21 History and Archaeology,04 Earth Sciences
191,100,pub.1019165896,10.1016/0012-821x(94)90228-3,,,Factors and processes governing the 14C content of carbonate in desert soils,Earth and Planetary Science Letters,,,1994-07,1994,125,1-4,385-405,"All OA; Green, Published",Article,"Amundson, Ronald; Wang, Yang; Chadwick, Oliver; Trumbore, Susan; McFadden, Leslie; McDonald, Eric; Wells, Steven; DeNiro, Michael",,"Amundson, Ronald (University of California, Berkeley); Wang, Yang (University of California, Berkeley); Chadwick, Oliver (Jet Propulsion Lab); Trumbore, Susan (University of California, Irvine); McFadden, Leslie (University of New Mexico); McDonald, Eric (University of New Mexico); Wells, Steven (University of California System); DeNiro, Michael (University of California, Santa Barbara)",85,0,,,https://escholarship.org/content/qt49k9t3pq/qt49k9t3pq.pdf?t=nv8mrk,https://app.dimensions.ai/details/publication/pub.1019165896,02 Physical Sciences; 04 Earth Sciences,02 Physical Sciences,04 Earth Sciences,,,
192,100,pub.1025298979,10.1007/bf00003268,,,Carbon dioxide consumption during soil development,Biogeochemistry,,,1994-01,1994,24,3,115-127,"All OA; Green, Accepted & Submitted",Article,"Chadwick, Oliver A.; Kelly, Eugene F.; Merritts, Dorothy M.; Amundson, Ronald G.",,"Chadwick, Oliver A. (Jet Propulsion Lab); Kelly, Eugene F. (Colorado State University); Merritts, Dorothy M. (Franklin & Marshall College); Amundson, Ronald G. (University of California, Berkeley)",59,6,,,http://trs-new.jpl.nasa.gov/dspace/bitstream/2014/32366/1/94-0100.pdf,https://app.dimensions.ai/details/publication/pub.1025298979,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0402 Geochemistry,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0402 Geochemistry,
193,100,pub.1027425170,10.1016/s0166-2481(08)70424-0,,,Quantitative relationships between net volume change and fabric properties during soil evolution,Developments in Soil Science,Soil Micromorpohlogy: Studies in Management and Genesis,,1993,1993,22,,353-359,Closed,Chapter,"Chadwick, O.A.; Nettleton, W.D.",,"Chadwick, O.A. (California Institute of Technology); Nettleton, W.D. ()",2,0,,,,https://app.dimensions.ai/details/publication/pub.1027425170,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
194,100,pub.1010872452,10.1130/0016-7606(1992)104<1456:tmbose>2.3.co;2,,,"The mass balance of soil evolution on late Quaternary marine terraces, northern California",Geological Society of America Bulletin,,,1992-11,1992,104,11,1456-1470,Closed,Article,"MERRITTS, DOROTHY J.; CHADWICK, OLIVER A.; HENDRICKS, DAVID M.; BRIMHALL, GEORGE H.; LEWIS, CHRISTOPHER J.",,"MERRITTS, DOROTHY J. (Franklin & Marshall College); CHADWICK, OLIVER A. (California Institute of Technology); HENDRICKS, DAVID M. (University of Arizona); BRIMHALL, GEORGE H. (University of California, Berkeley); LEWIS, CHRISTOPHER J. (University of California, Berkeley)",57,4,,,,https://app.dimensions.ai/details/publication/pub.1010872452,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
195,100,pub.1043487356,10.1016/0033-5894(92)90070-y,,,Time Dependence of Magnetic Susceptibility of Soil Chronosequences on the California Coast,Quaternary Research,,,1992-05,1992,37,3,323-332,Closed,Article,"Singer, M. J.; Fine, P.; Verosub, K. L.; Chadwick, O. A.",,"Singer, M. J. (University of California, Davis); Fine, P. (University of California, Davis); Verosub, K. L. (Agricultural Research Organization); Chadwick, O. A. (California Institute of Technology)",75,3,,,,https://app.dimensions.ai/details/publication/pub.1043487356,2101 Archaeology; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 21 History and Archaeology; 04 Earth Sciences,2101 Archaeology,0406 Physical Geography and Environmental Geoscience,0403 Geology,21 History and Archaeology,04 Earth Sciences
196,400,pub.1062543434,10.1126/science.255.5045.695,17756948,,Deformational Mass Transport and Invasive Processes in Soil Evolution,Science,,,1992-02-07,1992,255,5045,695-702,Closed,Article,"BRIMHALL, GEORGE H; CHADWICK, OLIVER A.; LEWIS, CHRIS J.; COMPSTON, WILLIAM; WILLIAMS, IAN S.; DANTI, KATHY J.; DIETRICH, WILLIAM E.; POWER, MARY E.; HENDRICKS, DAVID; BRATT, JAMES",,"BRIMHALL, GEORGE H (University of California, Berkeley); CHADWICK, OLIVER A. (Jet Propulsion Lab); LEWIS, CHRIS J. (University of California, Berkeley); COMPSTON, WILLIAM (Australian National University); WILLIAMS, IAN S. (Australian National University); DANTI, KATHY J. (University of California, Berkeley); DIETRICH, WILLIAM E. (University of California, Berkeley); POWER, MARY E. (University of California, Berkeley); HENDRICKS, DAVID (University of Arizona); BRATT, JAMES ()",229,22,0.3,,,https://app.dimensions.ai/details/publication/pub.1062543434,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
197,100,pub.1038787540,10.1016/0016-7061(91)90073-3,,,"Rates and processes of soil evolution on uplifted marine terraces, northern California",Geoderma,,,1991-11,1991,51,1-4,241-275,Closed,Article,"Merritts, D.J.; Chadwick, O.A.; Hendricks, D.M.",,"Merritts, D.J. (Franklin & Marshall College); Chadwick, O.A. (California Institute of Technology); Hendricks, D.M. (University of Arizona)",70,8,,,,https://app.dimensions.ai/details/publication/pub.1038787540,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
198,200,pub.1088347404,10.2136/sssaspecpub26.c2,,,"Numerical Modeling Chemical, and Isotopic Studies of Carbonate Accumulation in of Arid Regions",SSSA Special Publication,"Occurrence, Characteristics, and Genesis of Carbonate, Gypsum, and Silica Accumulations in Soils",,1991,1991,,,,Closed,Chapter,"Nettleton, W.D.; McFadden, Leslie D.; Amundson, Ronald G.; Chadwick, Oliver A.",,"Nettleton, W.D. (); McFadden, Leslie D. (); Amundson, Ronald G. (); Chadwick, Oliver A. ()",28,2,,,,https://app.dimensions.ai/details/publication/pub.1088347404,,,,,,
199,100,pub.1035491602,10.1016/0169-555x(90)90012-f,,,From a black to a gray box — a mass balance interpretation of pedogenesis,Geomorphology,,,1990-09,1990,3,3-4,369-390,Closed,Article,"Chadwick, Oliver A.; Brimhall, George H.; Hendricks, David M.",,"Chadwick, Oliver A. (California Institute of Technology); Brimhall, George H. (University of California, Berkeley); Hendricks, David M. (University of Arizona)",265,25,,,,https://app.dimensions.ai/details/publication/pub.1035491602,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
200,100,pub.1018717922,10.1130/0091-7613(1990)018<0243:sficbe>2.3.co;2,,,"Soil-forming intervals caused by eolian sediment pulses in the Lahontan basin, northwestern Nevada",Geology,,,1990,1990,18,3,243-246,Closed,Article,"Chadwick, Oliver A.; Davis, Jonathan O.",,"Chadwick, Oliver A. (California Institute of Technology); Davis, Jonathan O. ()",78,2,,,,https://app.dimensions.ai/details/publication/pub.1018717922,04 Earth Sciences,04 Earth Sciences,,,,
201,100,pub.1000073617,10.1016/s0166-2481(08)70332-5,,,Micromorphologic Evidence of Adhesive and Cohesive Forces in Soil Cementation,Developments in Soil Science,"Soil Micro-Morphology: A Basic and Applied Science, Proceedings of the VIIIth International Working Meeting of Soil Micromorphology",,1990,1990,19,,207-212,Closed,Chapter,"Chadwick, O.A.; Nettleton, W.D.",,"Chadwick, O.A. (California Institute of Technology); Nettleton, W.D. (California Institute of Technology)",17,0,,,,https://app.dimensions.ai/details/publication/pub.1000073617,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
202,400,pub.1007227967,10.1007/bf00379042,28312068,,A comparison of soil climate and biological activity along an elevation gradient in the eastern Mojave Desert,Oecologia,,,1989-08,1989,80,3,395-400,Closed,Article,"Amundson, R. G.; Chadwick, O. A.; Sowers, J. M.",,"Amundson, R. G. (University of California, Berkeley); Chadwick, O. A. (University of California, Berkeley); Sowers, J. M. (United States Geological Survey)",44,7,0.19,,,https://app.dimensions.ai/details/publication/pub.1007227967,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
203,100,pub.1040404423,10.1016/0016-7061(89)90063-3,,,"Soil evolution along an altitudinal transect in the Eastern Mojave Desert of Nevada, U.S.A.",Geoderma,,,1989-03,1989,43,4,349-371,Closed,Article,"Amundson, Ronald G.; Chadwick, Oliver A.; Sowers, Janet M.; Doner, Harvey E.",,"Amundson, Ronald G. (University of California, Berkeley); Chadwick, Oliver A. (University of California, Berkeley); Sowers, Janet M. (University of California, Berkeley); Doner, Harvey E. (University of California, Berkeley)",20,1,,,,https://app.dimensions.ai/details/publication/pub.1040404423,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
204,200,pub.1069045955,10.2136/sssaj1989.03615995005300010038x,,,Morphology of Calcite Crystals in Clast Coatings From Four Soils in the Mojave Desert Region,Soil Science Society of America Journal,,,1989,1989,53,1,211,Closed,Article,"Chadwick, Oliver A.; Sowers, Janet M.; Amundson, Ronald G.",,"Chadwick, Oliver A. (); Sowers, Janet M. (); Amundson, Ronald G. ()",36,3,,,,https://app.dimensions.ai/details/publication/pub.1069045955,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
