,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Roger M Nisbet. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
173,200,pub.1041580383,10.1016/0169-5347(89)90168-7,21227358,,Avoiding chaos,Trends in Ecology & Evolution,,,1989-08,1989,4,8,238-240,Closed,Article,"Nisbet, Roger; Blythe, Steve; Gurney, Bill; Metz, Hans; Stokes, Kevin; Lomnicki, Adam; Mani, G.S.",,"Nisbet, Roger (University of Strathclyde); Blythe, Steve (University of Strathclyde); Gurney, Bill (University of Strathclyde); Metz, Hans (Leiden University); Stokes, Kevin (); Lomnicki, Adam (Jagiellonian University); Mani, G.S. (University of Manchester)",19,1,0.11,,,https://app.dimensions.ai/details/publication/pub.1041580383,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
174,100,pub.1006122466,10.1111/j.1095-8312.1989.tb02006.x,,,Structured population models: a tool for linking effects at individual and population level,Biological Journal of the Linnean Society,,,1989-05-06,1989,37,1‐2,79-99,All OA; Gold,Article,"NISBET, R. M.; GURNEY, W. S. C.; MURDOCH, W. W.; McCAULEY, E.",,"NISBET, R. M. (University of Strathclyde); GURNEY, W. S. C. (University of Strathclyde); MURDOCH, W. W. (University of California, Santa Barbara); McCAULEY, E. (University of Calgary)",71,1,,,https://academic.oup.com/biolinnean/article-pdf/37/1-2/79/14071712/j.1095-8312.1989.tb02006.x.pdf,https://app.dimensions.ai/details/publication/pub.1006122466,06 Biological Sciences,06 Biological Sciences,,,,
175,100,pub.1061119925,10.1109/20.92558,,,Studies of chaos and thermal noise in a driven Josephson junction using an electronic analog,IEEE Transactions on Magnetics,,,1989-03,1989,25,2,1404-1407,Closed,Article,"Pegrum, C.M.; Gurney, W.S.C.; Nisbet, R.M.",,"Pegrum, C.M. (University of Strathclyde); Gurney, W.S.C. (University of Strathclyde); Nisbet, R.M. (University of Strathclyde)",4,0,,,,https://app.dimensions.ai/details/publication/pub.1061119925,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
176,200,pub.1059688125,10.1093/imammb/6.1.47,,,Instability in Mortality Estimation Schemes Related to Stage-Structure Population Models,Mathematical Medicine and Biology A Journal of the IMA,,,1989,1989,6,1,47-68,Closed,Article,"WOOD, S. N.; BLYTHE, S. P.; GURNEY, W. S. C.; NISBET, R. M.",,"WOOD, S. N. (); BLYTHE, S. P. (); GURNEY, W. S. C. (); NISBET, R. M. ()",32,1,,,,https://app.dimensions.ai/details/publication/pub.1059688125,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
177,100,pub.1029609722,10.1007/978-3-642-61317-3_18,,,Stage Structure Models Applied in Evolutionary Ecology,Biomathematics,Applied Mathematical Ecology,,1989,1989,18,,428-449,Closed,Chapter,"Nisbet, R. M.; Gurney, W. S. C.; Metz, J. A. J.",,"Nisbet, R. M. (); Gurney, W. S. C. (); Metz, J. A. J. ()",23,3,,,,https://app.dimensions.ai/details/publication/pub.1029609722,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
178,100,pub.1021914241,10.1016/0040-5809(88)90023-8,,,Parameter evolution in a laboratory insect population,Theoretical Population Biology,,,1988-12,1988,34,3,248-265,Closed,Article,"Stokes, T.K.; Gurney, W.S.C.; Nisbet, R.M.; Blythe, S.P.",,"Stokes, T.K. (); Gurney, W.S.C. (); Nisbet, R.M. (); Blythe, S.P. ()",37,1,,,,https://app.dimensions.ai/details/publication/pub.1021914241,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
179,100,pub.1016829371,10.1016/0022-247x(88)90160-6,,,Period to delay ratio near stability boundaries for systems with delayed feedback,Journal of Mathematical Analysis and Applications,,,1988-10,1988,135,1,354-368,All OA; Gold,Article,"Jones, A.E; Nisbet, R.M; Gurney, W.S.C; Blythe, S.P",,"Jones, A.E (University of Strathclyde); Nisbet, R.M (University of Strathclyde); Gurney, W.S.C (University of Strathclyde); Blythe, S.P (University of Strathclyde)",11,0,,,https://doi.org/10.1016/0022-247x(88)90160-6,https://app.dimensions.ai/details/publication/pub.1016829371,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
180,200,pub.1058594757,10.1086/284634,,,An Invulnerable Age Class and Stability in Delay-Differential Parasitoid-Host Models,The American Naturalist,,,1987-02,1987,129,2,263-282,Closed,Article,"Murdoch, W. W.; Nisbet, R. M.; Blythe, S. P.; Gurney, W. S. C.; Reeve, J. D.",,"Murdoch, W. W. (); Nisbet, R. M. (); Blythe, S. P. (); Gurney, W. S. C. (); Reeve, J. D. ()",104,3,,,,https://app.dimensions.ai/details/publication/pub.1058594757,06 Biological Sciences,06 Biological Sciences,,,,
181,100,pub.1016473121,10.1016/0025-5564(86)90029-5,,,Simple mathematical models for cannibalism: A critique and a new approach,Mathematical Biosciences,,,1986-03,1986,78,1,21-46,"All OA; Green, Accepted & Submitted",Article,"Diekmann, O.; Nisbet, R.M.; Gurney, W.S.C.; van den Bosch, F.",,"Diekmann, O. (National Research Institute for Mathematics and Computer Science); Nisbet, R.M. (); Gurney, W.S.C. (); van den Bosch, F. (National Research Institute for Mathematics and Computer Science)",68,5,,,https://ir.cwi.nl/pub/1809/1809D.pdf,https://app.dimensions.ai/details/publication/pub.1016473121,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
182,100,pub.1047646421,10.1007/978-3-662-13159-6_10,,,Numerical approaches,Lecture Notes in Biomathematics,The Dynamics of Physiologically Structured Populations,,1986,1986,68,,452-494,Closed,Chapter,"Goudriaan, J.; Gurney, W. S. C.; Nisbet, R. M.; Blythe, S. P.",,"Goudriaan, J. (Wageningen University & Research); Gurney, W. S. C. (University of Strathclyde); Nisbet, R. M. (University of Strathclyde); Blythe, S. P. (University of Strathclyde)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1047646421,0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,,
183,100,pub.1010469051,10.1007/978-3-642-69888-0_5,,,The Formulation of Age-Structure Models,Biomathematics,Mathematical Ecology,,1986,1986,17,,95-115,Closed,Chapter,"Nisbet, R. M.; Gurney, W. S. C.",,"Nisbet, R. M. (); Gurney, W. S. C. ()",19,0,,,,https://app.dimensions.ai/details/publication/pub.1010469051,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
184,100,pub.1043063009,10.1016/0040-5809(85)90026-7,,,"Fluctuation periodicity, generation separation, and the expression of larval competition",Theoretical Population Biology,,,1985-10,1985,28,2,150-180,Closed,Article,"Gurney, W.S.C.; Nisbet, R.M.",,"Gurney, W.S.C. (); Nisbet, R.M. ()",91,4,,,,https://app.dimensions.ai/details/publication/pub.1043063009,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
185,200,pub.1017488003,10.1016/0022-247x(85)90158-1,,,Stability switches in distributed delay models,Journal of Mathematical Analysis and Applications,,,1985-08,1985,109,2,388-396,All OA; Gold,Article,"Blythe, S.P; Nisbet, R.M; Gurney, W.S.C; MacDonald, N",,"Blythe, S.P (University of Strathclyde); Nisbet, R.M (University of Strathclyde); Gurney, W.S.C (University of Strathclyde); MacDonald, N (University of Glasgow)",28,1,,,https://doi.org/10.1016/0022-247x(85)90158-1,https://app.dimensions.ai/details/publication/pub.1017488003,09 Engineering; 0102 Applied Mathematics; 0906 Electrical and Electronic Engineering; 01 Mathematical Sciences; 0101 Pure Mathematics,09 Engineering,0102 Applied Mathematics,0906 Electrical and Electronic Engineering,01 Mathematical Sciences,0101 Pure Mathematics
186,400,pub.1059688007,10.1093/imammb/2.1.57,3870965,,Stage-structure models of populations with distinct growth and development processes.,Mathematical Medicine and Biology A Journal of the IMA,,"Aging; Animals; Genetics, Population; Mathematics; Models, Genetic; Moths",1985,1985,2,1,57-68,Closed,Article,"Nisbet, R M; Blythe, S P; Gurney, W S; Metz, J A",,"Nisbet, R M (University of Strathclyde); Blythe, S P (); Gurney, W S (); Metz, J A ()",11,0,0.27,,,https://app.dimensions.ai/details/publication/pub.1059688007,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
187,400,pub.1008061625,10.1016/0040-5809(84)90011-x,6474381,,The dynamics of population models with distributed maturation periods,Theoretical Population Biology,,"Age Factors; Animals; Humans; Mathematics; Models, Biological; Population Dynamics; Sexual Maturation; Time Factors",1984-06,1984,25,3,289-311,Closed,Article,"Blythe, S.P.; Nisbet, R.M.; Gurney, W.S.C.",,"Blythe, S.P. (University of Strathclyde); Nisbet, R.M. (University of Strathclyde); Gurney, W.S.C. (University of Strathclyde)",56,5,0.88,,,https://app.dimensions.ai/details/publication/pub.1008061625,0602 Ecology; 0501 Ecological Applications; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
188,100,pub.1017756094,10.1007/978-3-642-87422-2_8,,,“Stage-Structure” Models of Uniform Larval Competition,Lecture Notes in Biomathematics,Mathematical Ecology,,1984,1984,54,,97-113,Closed,Chapter,"Nisbet, R. M.; Gurney, W. S. C.",,"Nisbet, R. M. (); Gurney, W. S. C. ()",14,0,,,,https://app.dimensions.ai/details/publication/pub.1017756094,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
189,200,pub.1070588715,10.2307/4474,,,Modelling Fluctuating Populations,Journal of Animal Ecology,,,1983-10,1983,52,3,1003,Closed,Article,"Cooke, D.; Nisbet, R. M.; Gurney, W. S. C.",,"Cooke, D. (); Nisbet, R. M. (); Gurney, W. S. C. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1070588715,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
190,200,pub.1069976589,10.2307/2531128,,,Modelling Fluctuating Populations.,Biometrics,,,1983-09,1983,39,3,819,Closed,Article,"Beddington, J. R.; Nisbet, R. M.; Gurney, W. S. C.",,"Beddington, J. R. (); Nisbet, R. M. (); Gurney, W. S. C. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1069976589,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
191,200,pub.1070593441,10.2307/4567,,,The Systematic Formulation of Tractable Single-Species Population Models Incorporating Age Structure,Journal of Animal Ecology,,,1983-06,1983,52,2,479,Closed,Article,"Gurney, W. S. C.; Nisbet, R. M.; Lawton, J. H.",,"Gurney, W. S. C. (); Nisbet, R. M. (); Lawton, J. H. ()",170,13,,,,https://app.dimensions.ai/details/publication/pub.1070593441,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
192,100,pub.1030437969,10.1016/0025-5564(83)90030-5,,,A “strategic” model of material cycling in a closed ecosystem,Mathematical Biosciences,,,1983-05,1983,64,1,99-113,Closed,Article,"Nisbet, R.M.; McKinstry, J.; Gurney, W.S.C.",,"Nisbet, R.M. (University of Strathclyde); McKinstry, J. (University of Strathclyde); Gurney, W.S.C. (University of Strathclyde)",32,0,,,,https://app.dimensions.ai/details/publication/pub.1030437969,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
193,200,pub.1069853178,10.2307/2259993,,,Modelling Fluctuating Populations.,Journal of Ecology,,,1983-03,1983,71,1,343,Closed,Article,"Mani, G. S.; Nisbet, R. M.; Gurney, W. S. C.",,"Mani, G. S. (); Nisbet, R. M. (); Gurney, W. S. C. ()",280,2,,,,https://app.dimensions.ai/details/publication/pub.1069853178,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
194,100,pub.1004574978,10.1016/0040-5809(83)90008-4,,,The systematic formulation of population models for insects with dynamically varying instar duration,Theoretical Population Biology,,,1983-02,1983,23,1,114-135,Closed,Article,"Nisbet, R.M.; Gurney, W.S.C.",,"Nisbet, R.M. (); Gurney, W.S.C. ()",116,16,,,,https://app.dimensions.ai/details/publication/pub.1004574978,0602 Ecology; 0501 Ecological Applications; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
195,400,pub.1031905235,10.1002/bit.260250122,18548554,,Endogenous metabolism and the stability of microbial prey–predator systems,Biotechnology and Bioengineering,,,1983-01,1983,25,1,301-306,Closed,Article,"Nisbet, R. M.; Cunningham, A.; Gurney, W. S. C.",,"Nisbet, R. M. (University of Strathclyde); Cunningham, A. (University of Strathclyde); Gurney, W. S. C. (University of Strathclyde)",29,2,1.82,,,https://app.dimensions.ai/details/publication/pub.1031905235,0605 Microbiology; 06 Biological Sciences,0605 Microbiology,06 Biological Sciences,,,
196,100,pub.1041090885,10.1007/978-3-642-87893-0_18,,,Formulating Population Models with Differential Aging,Lecture Notes in Biomathematics,Population Biology,,1983,1983,52,,133-140,Closed,Chapter,"Blythe, S. P.; Nisbet, R. M.; Gurney, W. S. C.",,"Blythe, S. P. (); Nisbet, R. M. (); Gurney, W. S. C. ()",3,0,,,,https://app.dimensions.ai/details/publication/pub.1041090885,17 Psychology and Cognitive Sciences; 1701 Psychology,17 Psychology and Cognitive Sciences,1701 Psychology,,,
197,100,pub.1034834300,10.1007/978-3-642-87893-0_22,,,The Systematic Formulation of Delay-Differential Models of Age or Size Structured Populations,Lecture Notes in Biomathematics,Population Biology,,1983,1983,52,,163-172,Closed,Chapter,"Gurney, W. S. C.; Nisbet, R. M.",,"Gurney, W. S. C. (); Nisbet, R. M. ()",11,0,,,,https://app.dimensions.ai/details/publication/pub.1034834300,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
198,200,pub.1069912978,10.2307/2403310,,,Modelling Fluctuating Populations,Journal of Applied Ecology,,,1982-12,1982,19,3,987,Closed,Article,"Henderson, P. A.; Nisbet, R. M.; Gurney, W. S. C.",,"Henderson, P. A. (); Nisbet, R. M. (); Gurney, W. S. C. ()",14,4,,,,https://app.dimensions.ai/details/publication/pub.1069912978,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
199,200,pub.1069663862,10.2307/1940142,,,Modeling Fluctuating Populations,Ecology,,,1982-12,1982,63,6,1988,Closed,Article,"Ellner, Stephen P.; Gross, Louis J.; Nisbet, R. M.; Gurney, W. S. C.",,"Ellner, Stephen P. (); Gross, Louis J. (); Nisbet, R. M. (); Gurney, W. S. C. ()",35,0,,,,https://app.dimensions.ai/details/publication/pub.1069663862,0602 Ecology; 0603 Evolutionary Biology; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0603 Evolutionary Biology,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
200,100,pub.1017082025,10.1016/0034-4257(82)90011-6,,,Applicability of satellite-derived sea-surface temperatures in the Fiji region,Remote Sensing of Environment,,,1982-11,1982,12,5,349-361,Closed,Article,"McKenzie, R.L.; Nisbet, R.M.",,"McKenzie, R.L. (University of the South Pacific); Nisbet, R.M. (University of the South Pacific)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1017082025,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
201,100,pub.1020826102,10.1016/0040-5809(82)90040-5,,,Instability and complex dynamic behaviour in population models with long time delays,Theoretical Population Biology,,,1982-10,1982,22,2,147-176,Closed,Article,"Blythe, S.P.; Nisbet, R.M.; Gurney, W.S.C.",,"Blythe, S.P. (); Nisbet, R.M. (); Gurney, W.S.C. ()",55,2,,,,https://app.dimensions.ai/details/publication/pub.1020826102,0602 Ecology; 0501 Ecological Applications; 0604 Genetics; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0501 Ecological Applications,0604 Genetics,05 Environmental Sciences,06 Biological Sciences
202,200,pub.1000926776,10.1038/292178b0,,,The glass bead game (reply),Nature,,,1981-07,1981,292,5819,178-178,Closed,Article,"GURNEY, W. S. C.; BLYTHE, S. B.; NISBET, R. M.",,"GURNEY, W. S. C. (University of Strathclyde); BLYTHE, S. B. (University of Strathclyde); NISBET, R. M. (University of Strathclyde)",2,0,,,,https://app.dimensions.ai/details/publication/pub.1000926776,,,,,,
203,100,pub.1028561667,10.1038/287017a0,,,Nicholson's blowflies revisited,Nature,,,1980-09,1980,287,5777,17-21,Closed,Article,"Gurney, W. S. C.; Blythe, S. P.; Nisbet, R. M.",,"Gurney, W. S. C. (University of Strathclyde); Blythe, S. P. (University of Strathclyde); Nisbet, R. M. (University of Strathclyde)",427,54,,,,https://app.dimensions.ai/details/publication/pub.1028561667,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
204,300,pub.1027271564,10.1016/0040-5809(80)90030-1,7434253,,Age- and density-dependent population dynamics in static and variable environments,Theoretical Population Biology,,"Age Factors; Animals; Birth Rate; Environment; Female; Male; Models, Biological; Mortality; Population Density; Population Dynamics; Pregnancy; Reproduction",1980-06,1980,17,3,321-344,Closed,Article,"Gurney, W.S.C.; Nisbet, R.M.",,"Gurney, W.S.C. (University of Strathclyde); Nisbet, R.M. (University of the South Pacific)",18,0,0.24,,,https://app.dimensions.ai/details/publication/pub.1027271564,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
205,300,pub.1047563921,10.1016/s0022-5193(80)80003-8,7412325,,Time lag and co-operativity in the transient growth dynamics of microalgae,Journal of Theoretical Biology,,"Chlamydomonas; Culture Media; Eukaryota; Kinetics; Models, Theoretical; Nutritional Physiological Phenomena",1980-05,1980,84,2,189-203,Closed,Article,"Cunningham, A.; Nisbet, R.M.",,"Cunningham, A. (University of Strathclyde); Nisbet, R.M. (University of Strathclyde)",43,1,1.29,,,https://app.dimensions.ai/details/publication/pub.1047563921,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
206,300,pub.1011955513,10.1007/bf02441559,317919,,Backscattering of light by red cell suspensions,Medical & Biological Engineering & Computing,,"Diffusion; Erythrocytes; Hematocrit; Humans; In Vitro Techniques; Light; Scattering, Radiation",1979-11,1979,17,6,763-768,Closed,Article,"Barbenel, J. C.; Turnbull, F. W.; Nisbet, R. M.",,"Barbenel, J. C. (University of Strathclyde); Turnbull, F. W. (University of Strathclyde); Nisbet, R. M. (University of Strathclyde)",3,0,0,,,https://app.dimensions.ai/details/publication/pub.1011955513,09 Engineering; 0906 Electrical and Electronic Engineering; 0903 Biomedical Engineering,09 Engineering,0906 Electrical and Electronic Engineering,0903 Biomedical Engineering,,
207,300,pub.1050173636,10.1016/0040-5809(79)90006-6,531765,,Ecological stability and social hierarchy,Theoretical Population Biology,,"Animals; Ecology; Food Supply; Models, Theoretical; Population Dynamics; Predatory Behavior",1979-08,1979,16,1,48-80,Closed,Article,"Gurney, W.S.C.; Nisbet, R.M.",,"Gurney, W.S.C. (University of Strathclyde); Nisbet, R.M. (University of the South Pacific)",30,2,0,,,https://app.dimensions.ai/details/publication/pub.1050173636,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
208,300,pub.1019975042,10.1016/0022-5193(78)90232-1,745438,,Environmental fluctuations and the theory of the ecological niche,Journal of Theoretical Biology,,"Ecology; Environment; Models, Biological; Population Dynamics",1978-11,1978,75,2,223-237,Closed,Article,"Nisbet, R.M.; Gurney, W.S.C.; Pettipher, M.A.",,"Nisbet, R.M. (); Gurney, W.S.C. (); Pettipher, M.A. ()",4,0,0,,,https://app.dimensions.ai/details/publication/pub.1019975042,08 Information and Computing Sciences; 01 Mathematical Sciences; 06 Biological Sciences,08 Information and Computing Sciences,01 Mathematical Sciences,06 Biological Sciences,,
209,200,pub.1058593470,10.1086/283347,,,Single-Species Population Fluctuations in Patchy Environments,The American Naturalist,,,1978-11,1978,112,988,1075-1090,Closed,Article,"Gurney, W. S. C.; Nisbet, R. M.",,"Gurney, W. S. C. (); Nisbet, R. M. ()",44,0,,,,https://app.dimensions.ai/details/publication/pub.1058593470,06 Biological Sciences,06 Biological Sciences,,,,
210,100,pub.1038471873,10.1088/0022-3727/11/10/014,,,The theory of the back-scattering of light by blood,Journal of Physics D,,,1978-07-11,1978,11,10,1463,Closed,Article,"Eason, G; Veitch, A R; Nisbet, R M; Turnbull, F W",,"Eason, G (University of Strathclyde); Veitch, A R (University of Strathclyde); Nisbet, R M (University of Strathclyde); Turnbull, F W (University of Strathclyde)",28,0,,,,https://app.dimensions.ai/details/publication/pub.1038471873,"02 Physical Sciences; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",,,
211,200,pub.1070469368,10.2307/3924,,,Predator-Prey Fluctuations in Patchy Environments,Journal of Animal Ecology,,,1978-02,1978,47,1,85,Closed,Article,"Gurney, W. S. C.; Nisbet, R. M.",,"Gurney, W. S. C. (); Nisbet, R. M. ()",45,0,,,,https://app.dimensions.ai/details/publication/pub.1070469368,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
212,300,pub.1042299877,10.1016/0022-5193(77)90233-8,562460,,An evaluation of linear models of population fluctuations,Journal of Theoretical Biology,,"Animals; Birth Rate; Environment; Models, Biological; Mortality; Population Dynamics; Predatory Behavior; Time Factors",1977-09,1977,68,1,143-160,Closed,Article,"Nisbet, R.M.; Gurney, W.S.C.; Pettipher, M.A.",,"Nisbet, R.M. (University of Strathclyde); Gurney, W.S.C. (University of Strathclyde); Pettipher, M.A. (University of Strathclyde)",15,0,0,,,https://app.dimensions.ai/details/publication/pub.1042299877,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
213,100,pub.1052598119,10.1038/264633a0,,,Model of material cycling in a closed ecosystem,Nature,,,1976-12,1976,264,5587,633-634,Closed,Article,"NISBET, R. M.; GURNEY, W. S. C.",,"NISBET, R. M. (University of Strathclyde); GURNEY, W. S. C. (University of Strathclyde)",32,0,,,,https://app.dimensions.ai/details/publication/pub.1052598119,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
214,300,pub.1010091760,10.1038/263319a0,958488,,A simple mechanism for population cycles,Nature,,"Environment; Models, Biological; Periodicity; Population Dynamics",1976-09,1976,263,5575,319-320,Closed,Article,"NISBET, R. M.; GURNEY, W. S. C.",,"NISBET, R. M. (University of Strathclyde); GURNEY, W. S. C. (University of Strathclyde)",53,7,0,,,https://app.dimensions.ai/details/publication/pub.1010091760,0604 Genetics; 06 Biological Sciences,0604 Genetics,06 Biological Sciences,,,
215,300,pub.1019179430,10.1016/0022-5193(76)90176-4,957695,,Spatial pattern and the mechanism of population regulation,Journal of Theoretical Biology,,"Animals; Environment; Feeding Behavior; Fourier Analysis; Models, Biological; Population Density",1976-07,1976,59,2,361-370,Closed,Article,"Gurney, W.S.C.; Nisbet, R.M.",,"Gurney, W.S.C. (University of Strathclyde); Nisbet, R.M. (University of Strathclyde)",8,0,0,,,https://app.dimensions.ai/details/publication/pub.1019179430,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
216,300,pub.1043007434,10.1016/s0022-5193(76)80086-0,1271830,,Population dynamics in a periodically varying environment,Journal of Theoretical Biology,,"Biological Evolution; Environment; Fourier Analysis; Models, Biological; Oscillometry; Periodicity; Population Density; Population Dynamics",1976-02,1976,56,2,459-475,Closed,Article,"Nisbet, R.M.; Gurney, W.S.C.",,"Nisbet, R.M. (University of Strathclyde); Gurney, W.S.C. (University of Strathclyde)",54,4,0,,,https://app.dimensions.ai/details/publication/pub.1043007434,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
217,200,pub.1038153957,10.1016/s0022-5193(76)80056-2,1263529,,A note on non-linear population transport,Journal of Theoretical Biology,,"Environment; Models, Biological; Movement; Population Density",1976-01,1976,56,1,249-251,Closed,Article,"Gurney, W.S.C.; Nisbet, R.M.",,"Gurney, W.S.C. (University of Strathclyde); Nisbet, R.M. (University of Strathclyde)",26,1,0,,,https://app.dimensions.ai/details/publication/pub.1038153957,08 Information and Computing Sciences; 01 Mathematical Sciences; 06 Biological Sciences,08 Information and Computing Sciences,01 Mathematical Sciences,06 Biological Sciences,,
218,300,pub.1041715534,10.1016/0022-5193(75)90011-9,1195750,,The regulation of inhomogeneous populations,Journal of Theoretical Biology,,"Animals; Appetitive Behavior; Ecology; Environment; Models, Biological; Motion; Nutritional Physiological Phenomena; Population Control; Population Density; Population Growth; Territoriality; Time Factors",1975-08,1975,52,2,441-457,Closed,Article,"Gurney, W.S.C.; Nisbet, R.M.",,"Gurney, W.S.C. (University of Strathclyde); Nisbet, R.M. (University of Strathclyde)",165,16,0,,,https://app.dimensions.ai/details/publication/pub.1041715534,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
219,100,pub.1060464896,10.1103/physreva.10.720,,,Comment on the information-theoretic derivation of nonequilibrium velocity distributions,Physical Review A,,,1974-08,1974,10,2,720-723,Closed,Article,"Nisbet, R. M.; Gurney, W. S. C.",,"Nisbet, R. M. (University of Strathclyde); Gurney, W. S. C. (University of Strathclyde)",8,0,,,,https://app.dimensions.ai/details/publication/pub.1060464896,01 Mathematical Sciences; 02 Physical Sciences; 03 Chemical Sciences,01 Mathematical Sciences,02 Physical Sciences,03 Chemical Sciences,,
